objid,name,ra,dec,gmag,gmag_error,spect_type,t_eff,t_eff_error,log_g,distance
1237650804263485493,SDSS J092904.85-021301.13,142.2702,-2.21698,17.08,0.01,DA,16502,10,7.995,0.0219431681460087
1237650804264730649,SDSS J094026.86-021234.88,145.1119,-2.20969,17.85,0.01,DB,19069,500,8.071,0.00458997008675952
1237654871609311259,SDSS J101136.23-021214.72,152.901,-2.20409,17.17,0.02,sdO,35024,146,5,0.00131206009481501
1237650371023011884,SDSS J123821.49-021211.52,189.5895,-2.2032,18.12,0.02,He-sdO,87348,3482,5.02,0.000802876389233476
1237654871608721421,SDSS J100617.26-021008.69,151.5719,-2.16908,16.43,0.02,sdB,27605,122,5.05,0.000546623368918274
1237650371015213172,SDSS J112721.29-020837.50,171.8387,-2.14375,16.21,0.02,DA,26382,51,7.902,0.00478668359932558
1237671128050958617,SDSS J114210.73-020822.49,175.5447,-2.13958,18.91,0.02,DA:,6890,67,8.03,0.000572630697132932
1237650804805468266,SDSS J101558.33-020334.09,153.993,-2.05947,18.29,0.01,DA,44207,472,7.993,0.0044627191338642
1237655692475367562,SDSS J143239.60-020315.83,218.165,-2.0544,18.98,0.01,DB,13448,88,8,0.00744771860210388
1237650804805533734,SDSS J101619.79-020258.31,154.0825,-2.04953,16.89,0.02,DA+M3,75536,2103,8.4,0.00361480233390049
1237650371011018792,SDSS J104832.64-020112.29,162.136,-2.02008,15.62,0,DB,15170,100,8.401,0.0191266064271847
1237671992953929756,SDSS J135210.12-015836.23,208.0422,-1.97673,18.87,0.02,He-sdB,13132,96,7.03,0.00203127946358539
1237679435591712832,SDSS J235546.35-015817.72,358.9431,-1.97159,18.68,0.02,DA,25150,231,8.095,0.00206891536406209
1237678889598976099,SDSS J022238.98-015806.42,35.66242,-1.96845,18.86,0.02,DA,7999,46,8.652,0.000380299776207163
1237650762396336168,SDSS J125245.78-015723.33,193.1908,-1.95648,17.64,0.02,DA,17585,73,8.088,0.0010276922055914
1237654871604723777,SDSS J093001.64-015626.63,142.5068,-1.94073,18.93,0.02,DA,26592,233,7.811,0.00315406679689695
1237650371010494478,SDSS J104349.87-015456.63,160.9578,-1.91573,18.65,0.01,A/sdB,31319,358,5.072,0.00222970817292639
1237655498675191855,SDSS J151250.01-015436.32,228.2084,-1.91009,15.52,0.01,sdB,23151,96,5,0.0036516543482533
1237655692475433060,SDSS J143319.92-015434.67,218.333,-1.90963,18.7,0.02,B/DAZ,32009,254,5.638,0.000977728613158065
1237655495445839955,SDSS J140235.99-014925.66,210.65,-1.82379,17.95,0.01,DB,18775,200,7.896,0.00173354931139953
1237657067403935747,SDSS J011509.36-014609.16,18.789,-1.76921,17.98,0.02,DA,7872,69,7.789,0.000250395928039114
1237671128051155113,SDSS J114310.26-014529.05,175.7928,-1.75807,19,0.02,DZ,10530,40,8,0.00320710749702708
1237655495445184543,SDSS J135632.55-014436.56,209.1356,-1.74349,18.36,0.03,DA,19992,174,8.107,0.00717178041841062
1237655692479496297,SDSS J151030.69-014345.84,227.6279,-1.7294,16.25,0.02,He-sdO,47547,45,7,0.00125653500603771
1237650805342797903,SDSS J102010.07-014228.98,155.042,-1.70805,18.31,0.02,DA,17877,99,8.085,0.000326313484579171
1237678881556725764,SDSS J235244.94-014118.17,358.1873,-1.68838,18.31,0.03,DA,17126,145,8.696,0.00648445863779179
1237650805343584290,SDSS J102710.28-014011.03,156.7928,-1.66973,18.22,0.04,DA,11645,51,8.385,0.00706749668122771
1237655499738185770,SDSS J133433.89-014006.96,203.6412,-1.6686,16.35,0.03,DA,17797,58,8.105,0.00997739968733733
1237650371552149507,SDSS J112730.45-013801.93,171.8769,-1.63387,18.12,0.01,DZ,11812,100,8,0.000346323971743939
1237655693011255438,SDSS J142352.84-013800.02,215.9702,-1.63334,18.65,0.01,DA,19719,195,7.907,0.00292501069471952
1237650805343649960,SDSS J102807.83-013552.94,157.0326,-1.59804,18.98,0.02,DBAZ,13414,79,8,0.00613779108158397
1237679436128256048,SDSS J235233.04-013552.44,358.1377,-1.5979,17.5,0.02,DA,17866,80,8.026,0.00225412064801887
1237654872141136033,SDSS J092539.56-013329.99,141.4148,-1.55833,18.85,0.01,DA,49271,981,8.014,0.000466595187510244
1237655693011517457,SDSS J142551.29-013317.24,216.4637,-1.55479,16.33,0.02,sdO,39779,345,5,0.00100935570556109
1237650371547562099,SDSS J104549.08-013137.24,161.4545,-1.52701,18.91,0.02,DA,14107,141,8.109,0.00843345225262408
1237654872141267076,SDSS J092654.51-013111.01,141.7271,-1.51972,18.48,0.01,DB,18550,500,8.042,0.00416090752637401
1237655499213111351,SDSS J152222.15-013018.43,230.5923,-1.50512,17.68,0.01,sdB,29049,218,5.57,0.00161446640180368
1237676673933967432,SDSS J025301.60-013006.95,43.25667,-1.50193,17.39,0.02,DA+M4,29727,107,7.64,0.00240943712909673
1237655499212193880,SDSS J151415.66-012925.33,228.5652,-1.49037,16.75,0.02,He-sdO,50000,50,7,0.00174246480978081
1237655693012435030,SDSS J143423.04-012856.35,218.596,-1.48232,18.88,0.02,A/DAZ,32703,464,5.485,0.000701666536258019
1237650762924490803,SDSS J113325.85-012829.24,173.3577,-1.47479,17.4,0.02,DBA,14877,50,8.238,0.00785685322968163
1237655499744149681,SDSS J142920.60-012551.78,217.3358,-1.43105,18,0.02,DA,30482,114,8.012,0.000843966111897353
1237655693014335566,SDSS J145140.84-012524.02,222.9202,-1.42334,18.18,0.03,DA,39294,305,8.017,0.00275935621158642
1237655499213111398,SDSS J152226.05-012327.24,230.6085,-1.3909,17.98,0.01,DAO/sdO,100000,9000,7.07,0.0038444806222025
1237650805338800150,SDSS J094315.59-012247.39,145.815,-1.37983,16.49,0.01,DA,15777,40,8.091,0.00400378886786565
1237650805883011100,SDSS J105044.13-012137.08,162.6839,-1.3603,18.22,0.02,DA,22989,155,7.95,0.0100324207595237
1237655499744542819,SDSS J143252.34-012109.90,218.2181,-1.35275,17.51,0.02,DA,16737,67,8.267,0.0045560330636442
1237655495982579748,SDSS J140118.75-012024.90,210.3281,-1.34025,16.92,0.02,DAB,33555,179,5.72,0.00273226297650537
1237650805881372810,SDSS J103536.44-011849.17,158.9018,-1.31366,18.83,0.01,DB,22528,1000,7.882,0.000213065807113388
1237654872680693771,SDSS J094957.05-011609.45,147.4877,-1.26929,18.2,0.01,DB,16130,100,8.114,0.00546790865421899
1237671764786020369,SDSS J124251.16-011607.43,190.7132,-1.26873,18.65,0.03,DC+M,11937,308,8.89,0.00243757690341665
1237650805878554809,SDSS J101005.58-011553.42,152.5233,-1.26484,18.9,0.01,DA,21983,339,7.992,0.00216095909265988
1237650794608656394,SDSS J093740.16-011520.66,144.4173,-1.25574,18.09,0.02,DA,39286,301,7.615,0.00439602396949371
1237660024493441199,SDSS J222542.65-011405.36,336.4277,-1.23482,18.58,0.01,DA:,6000,1000,8.334,0.00142497788287499
1237648702984749117,SDSS J150032.31-011404.85,225.1346,-1.23468,16.67,0.01,DAZ,8739,27,5,0.00190562351678075
1237655693547864301,SDSS J142129.36-011204.43,215.3723,-1.20123,18.87,0.01,DA,18083,189,7.977,0.00956079954825005
1237660024493375589,SDSS J222515.34-011156.90,336.3139,-1.19914,18.42,0.02,He-sdB,48462,47,7.37,0.00138960721489345
1237654668664111145,SDSS J102035.69-011156.80,155.1487,-1.19911,18.45,0.02,DA,23605,182,7.499,0.00349293665723034
1237648702975508556,SDSS J133611.02-011156.08,204.0459,-1.19891,18.34,0.02,He-sdB,34521,426,5.5,0.00359862107872135
1237648704050364565,SDSS J134635.68-001804.54,206.6487,-0.30126,18.88,0.02,DAB,23729,369,5,0.000813144824838003
1237663275775557682,SDSS J231640.19-010951.62,349.1674,-1.16434,18.36,0.14,DA,19572,129,7.84,0.00271690821560466
1237648702985666734,SDSS J150909.60-010827.10,227.29,-1.14086,16.94,0.02,DAB,96552,2035,8.4,0.00308478345158122
1237674461485334979,SDSS J085000.31-010630.60,132.5013,-1.1085,18.95,0.02,DA,9049,34,8.317,0.00490823991456244
1237651799624712246,SDSS J101113.54-010626.39,152.8064,-1.10733,18.69,0.02,He-sdO,72103,4023,5.01,0.00162089720131268
1237656567043129504,SDSS J213401.57-010439.54,323.5065,-1.07765,17.95,0.02,sdB,25125,263,5,0.0012935102131339
1237651799622418515,SDSS J095019.72-010423.52,147.5822,-1.0732,16.81,0.03,DAO,100000,9000,7.58,0.00316138377249659
1237674648848695418,SDSS J110302.37-010338.92,165.7599,-1.06081,16.39,0.03,sdB,31169,91,5.44,0.000390370967120653
1237650794607870046,SDSS J093045.08-010326.64,142.6878,-1.0574,18.95,0.02,DA,19323,197,8.105,0.00170542769837956
1237663275780931653,SDSS J000607.89-010321.20,1.53287,-1.05589,17.48,0.03,He-sdO,49412,48,7,0.0024832821727111
1237657189816205553,SDSS J214048.61-010207.69,325.2025,-1.03547,18.68,0.03,DAO,26695,2390,5.59,0.00175892554642194
1237674604291031191,SDSS J142120.94-010054.68,215.3372,-1.01519,16.82,0.02,DA,50793,492,8.149,0.000610310554127294
1237648720149938364,SDSS J105549.60-010025.88,163.9567,-1.00719,18.43,0.02,DA,17414,119,7.861,0.00532635015225476
1237648720163373175,SDSS J125834.93-005948.47,194.6455,-0.9968,18.61,0.01,DA,10513,11,8.087,0.0382135450818628
1237674603216765028,SDSS J141556.68-005815.02,213.9862,-0.97084,18.37,0.02,He-sdB,38739,476,5,0.00216883149022544
1237648720166780979,SDSS J132924.70-005644.70,202.3529,-0.94575,16.18,0.02,DA,20217,54,8.037,0.0109935796443837
1237648720154066958,SDSS J113307.61-005616.37,173.2817,-0.93788,17.9,0.02,DAZ,8277,24,5.57,8.63201502881378E-05
1237655693551730800,SDSS J145648.83-005613.42,224.2035,-0.93706,17.34,0.02,DAZ,8690,14,5.137,0.00069820677501407
1237648720174383223,SDSS J143906.08-005102.56,219.7753,-0.85071,18.27,0.01,DA,19703,156,8.06,0.00215156843641834
1237663456703873401,SDSS J211924.57-004955.56,319.8524,-0.8321,18.59,0.01,DAO,37612,477,5.64,0.000125676634559524
1237663456705315015,SDSS J213229.41-004831.43,323.1225,-0.80873,17.05,0.02,sdB,29032,151,5,0.00081383573492618
1237656567586095152,SDSS J222932.81-004822.68,337.3867,-0.8063,16.21,0.02,DAO/sdO,34711,837,5.23,0.00206825191475843
1237656567579869541,SDSS J213303.28-004711.00,323.2637,-0.78639,17.77,0.01,sdB,23486,263,5,0.000967764248887065
1237656567583539205,SDSS J220602.42-004632.92,331.5101,-0.77581,15.85,0.02,DA,19001,48,8.095,0.00258399438452669
1237648703522340875,SDSS J150657.27-004610.59,226.7386,-0.76961,18.67,0.01,DBA,14251,100,8.298,0.00348638817055203
1237663456705642718,SDSS J213528.69-004538.02,323.8695,-0.76056,17.54,0.01,DABZ,7195,14,5.409,0.000284285694719266
1237663457776697504,SDSS J211045.17+000142.02,317.6882,0.02834,16.82,0.01,DAO,34807,240,5,0.00176153555623207
1237663456705511489,SDSS J213355.34-004512.53,323.4806,-0.75348,17.79,0.01,sdB,25442,231,5,0.000538938613268015
1237648703517360150,SDSS J142131.20-004422.56,215.38,-0.7396,16.41,0.02,DA,15931,61,8.133,0.00952960324252972
1237650795140546668,SDSS J085221.26-004253.32,133.0886,-0.71481,17,0.01,DA,18826,63,7.929,0.00745666642332111
1237674649392447657,SDSS J120558.25-004217.02,181.4927,-0.70473,18.97,0.01,DC,10124,1000,9,0.0152677751648324
1237663456705183766,SDSS J213054.60-004117.45,322.7275,-0.68818,17.87,0.02,He-sdB,45818,42,7,0.00170330621630086
1237648703523389514,SDSS J151642.97-004042.71,229.179,-0.67853,17.21,0.02,DBAZ,15264,50,8.212,0.00418430945982481
1237674649386876950,SDSS J111438.58-004024.38,168.6608,-0.67344,18.17,0.02,He-sdO,44133,1237,5.06,0.000988690038988875
1237651800161321242,SDSS J100842.58-003939.85,152.1774,-0.66107,18.78,0.02,DA,6655,55,8.84,0.00313628715859917
1237648703508381793,SDSS J125941.88-003928.80,194.9245,-0.658,16.8,0.02,sdO,31899,81,5,0.000923269174375825
1237648703507005501,SDSS J124706.79-003925.81,191.7783,-0.65717,16.18,0.02,A/sdB,43174,327,5.857,0.00105588601676329
1237663783124140045,SDSS J000426.62-003826.23,1.11092,-0.64062,16.45,0.02,sdO,41000,5000,6.25,0.000576873013243626
1237663456705183960,SDSS J213128.85-003823.10,322.8702,-0.63975,17.63,0.02,DAB,27141,219,5,0.00193673907591441
1237674649386680338,SDSS J111249.32-003815.00,168.2055,-0.6375,17.95,0.02,DA+M4,11433,68,8.55,0.0105787896495997
1237648720714989688,SDSS J151317.27-003523.06,228.322,-0.58974,17.19,0.01,DBA,15149,5,8.546,0.00775161320713677
1237671958593929332,SDSS J134922.54-003503.62,207.3439,-0.58434,16.95,0.02,DA,16162,58,7.63,0.0039542867064835
1237648720712302665,SDSS J144840.19-003454.08,222.1675,-0.58169,18.1,0.01,DA,21520,165,8.046,0.00285804640167721
1237648720680779801,SDSS J100019.98-003413.44,150.0833,-0.5704,17.51,0.01,DAO/sdO,70588,2570,5.73,0.00243658086179275
1237651709968449547,SDSS J135622.14-003345.90,209.0923,-0.56275,18.05,0.02,DA,18874,129,8.009,0.0109622001758121
1237648720682090575,SDSS J101240.61-003334.38,153.1692,-0.55955,18.38,0.02,DA,73311,2371,8.144,0.00307827029914904
1237663542604398809,SDSS J211651.96-003328.58,319.2165,-0.55794,17.72,0.02,sdB,29970,164,5.441,0.00146230682815247
1237663542606299218,SDSS J213407.87-003311.34,323.5328,-0.55315,18.91,0.02,DA,18859,228,7.448,0.00124851892681943
1237648720689102933,SDSS J111629.72-003234.44,169.1238,-0.5429,18.39,0.01,DC,9802,1000,6.876,0.000891398502634739
1237663542606430268,SDSS J213516.29-003149.08,323.8179,-0.5303,18.82,0.01,DA,40840,607,7.803,0.00111118419962244
1237663542611542078,SDSS J222203.33-003138.10,335.5139,-0.52725,17.36,0.02,DA,98678,2381,7.964,0.00104886878990991
1237648720684843061,SDSS J103729.48-003111.17,159.3728,-0.51977,17.2,0,DB,16000,100,8.008,0.0104886073979977
1237648720688447556,SDSS J111039.34-003040.39,167.6639,-0.51122,16.84,0.02,DA,15468,67,8.2,0.00499974562755243
1237666407362265285,SDSS J230123.28-003037.33,345.347,-0.51037,19,0.02,DA,18260,211,8.255,0.00141880099399796
1237657070090321961,SDSS J023503.67-002911.58,38.76529,-0.48655,18.1,0.02,DA,15862,141,8.183,0.00311894846938981
1237666338653733083,SDSS J012102.29-002812.14,20.25954,-0.47004,18.58,0.04,DA,10447,29,8.417,0.00329457274222711
1237666407361282197,SDSS J225236.37-002800.52,343.1516,-0.46681,18.58,0.02,ELM-DA,8575,142,5.948,0.00162189210237181
1237663457240875150,SDSS J212022.64-002407.96,320.0943,-0.40221,18.52,0.02,DAB,30036,251,5.46,0.00120209278090435
1237648704047874149,SDSS J132352.84-002346.50,200.9702,-0.39625,18.94,0.03,DA,19154,175,7.584,0.00602498275582255
1237654669738311734,SDSS J102448.83-002312.59,156.2035,-0.38683,17.08,0.01,DAZ:,10942,442,9.66,0.00568722748639686
1237650795677483165,SDSS J085307.37-002203.97,133.2807,-0.36777,18.67,0.01,DAB,33466,244,8.54,0.00214547757896577
1237648704060719283,SDSS J152102.06-002149.57,230.2586,-0.36377,16.58,0.01,DA,30345,53,8.05,0.0011744087453275
1237654669736280114,SDSS J100621.07-002049.99,151.5878,-0.34722,17.3,0.02,DAO,34592,190,5.54,0.000595479456234343
1237674649923092547,SDSS J110853.99-002041.78,167.225,-0.34494,16.98,0.02,DA+M2,24726,230,7.97,0.00638211907906219
1237654669740081157,SDSS J104050.87-002006.47,160.212,-0.33513,18.76,0.01,DA,27508,207,7.931,0.00038241850342804
1237648704044073012,SDSS J124847.81-001846.03,192.1992,-0.31279,18.97,0.01,DB,20500,1000,7.863,0.00497466807380185
1237663783656620034,SDSS J232404.72-001813.25,351.0197,-0.30368,18.84,0.02,DAB,8231,39,9.43,0.00576544905845844
1237648704048660493,SDSS J133040.91-001710.75,202.6705,-0.28632,15.82,0.02,DAB,30090,162,5.62,0.0010116760236989
1237663783676411934,SDSS J022508.36-001624.64,36.28483,-0.27351,18.84,0.01,DC,10400,1000,8,0.00289978562117864
1237648704061440203,SDSS J152746.24-001437.72,231.9427,-0.24381,18.97,0.02,DABZ,7097,26,5.344,0.00123229515238653
1237651800698781734,SDSS J101355.60-001306.64,153.4817,-0.21851,18.42,0.02,DO,100000,9000,8.46,0.00481328424118338
1237648704051216396,SDSS J135358.58-001217.24,208.4941,-0.20479,19,1,DA,19866,219,8.07,0.00624742078027198
1237666339188179255,SDSS J005904.58-001209.93,14.76908,-0.20276,18.41,0.01,DB:,36034,2549,7.034,0.00598484629103657
1237663543149396022,SDSS J223114.41-001150.35,337.81,-0.19732,17.07,0.02,DAO,100000,397,7.92,0.00438081918785033
1237663543143760066,SDSS J213940.91-001028.96,324.9205,-0.17471,17.29,0.01,sdB,33311,220,5,0.00296631302918041
1237666407899201589,SDSS J230202.50-000930.02,345.5104,-0.15834,17.68,0.13,DA+M3,19416,165,8.02,0.0014529661225397
1237648721210376215,SDSS J085351.01-000843.44,133.4625,-0.1454,16.61,0.02,DA,17685,46,8.034,0.00365971192661534
1237663543149330482,SDSS J223028.67-000731.62,337.6194,-0.12545,16.34,0.01,DAB,31500,59,5.8,0.00245283500192292
1237671991879139386,SDSS J134545.23-000641.65,206.4385,-0.11157,17.58,0.02,He-sdB,34711,287,5,0.00070015142628376
1237666407899332648,SDSS J230323.49-000612.35,345.8479,-0.10343,17.57,0.02,DA,29318,93,7.674,0.00159365246583198
1237663543145791670,SDSS J215827.56-000532.06,329.6148,-0.09224,18.91,0.02,He-sdB,45611,1156,5.52,0.00178835416965725
1237663543142187096,SDSS J212504.92-000207.04,321.2705,-0.03529,16.75,0.01,He-sdB,35770,254,5.42,0.000969613314444685
1237663543140548658,SDSS J211003.74-000152.90,317.5156,-0.03136,17.96,0.02,DABZ,7735,19,10,0.00402387063230023
1237648721237573645,SDSS J130215.21-000111.53,195.5634,-0.01987,18.35,0.02,DA,15571,111,8.167,0.00644526483670788
1237648704597393508,SDSS J151903.66+000104.04,229.7652,0.01779,16.85,0.01,A/DAZ,31989,113,5.446,0.00219217757876683
1237663784197554188,SDSS J000116.49+000204.45,0.31871,0.03457,18.78,0.01,DBA,11107,90,8,0.00667447356338982
1237650796219269179,SDSS J093749.04+000212.77,144.4543,0.03688,18.41,0.02,DAO,56187,1190,8.17,0.0029004916984397
1237663784194736162,SDSS J233541.47+000219.46,353.9228,0.03874,15.67,0.02,He-sdO,47500,10000,8.202,0.000647959886054326
1237650796214091936,SDSS J085026.58+000238.72,132.6107,0.04409,16.45,0.01,DA,21591,69,8.248,0.00397114438206699
1237648704593657999,SDSS J144514.93+000248.84,221.3122,0.0469,17.34,0.01,DAO,32287,145,5,0.00152691248385566
1237663784213217284,SDSS J022422.21+000313.57,36.09254,0.05377,18.73,0.02,He-sdB,48415,1395,6.26,0.0033590866500509
1237663457778008084,SDSS J212232.68+000426.65,320.6362,0.07407,17.29,0.01,He-sdB,39905,348,5.57,0.00294778118333787
1237663784204238928,SDSS J010251.89+000435.80,15.71621,0.07661,18.3,0.02,F0/DA:,6501,36,5.876,0.00267657129504997
1237663479255859432,SDSS J214647.88+000438.21,326.6995,0.07728,18.22,0.01,DA,23758,130,8.159,0.00181662666262969
1237648704589004851,SDSS J140232.81+000555.32,210.6367,0.0987,16.38,0.02,sdO,33917,228,5.74,0.00386652400447628
1237663479259856974,SDSS J222318.51+000556.98,335.8271,0.09916,16.54,0.02,DA,61684,474,8.205,0.00119878807284862
1237678617429803013,SDSS J014908.88+011342.64,27.287,1.22851,18.87,0.02,DAB,32791,405,5.87,0.0021887993745519
1237674604290244705,SDSS J141600.15+000801.25,214.0006,0.13368,16,0.01,DA,14410,87,8.347,0.00349833203682689
1237648704587104409,SDSS J134515.40+000837.82,206.3142,0.14384,18.7,0.01,DA,58585,1670,7.848,0.000673035235261257
1237648704585596993,SDSS J133136.97+001127.38,202.904,0.19094,18.67,0.02,DA,36263,342,8.122,0.00094995045098667
1237663543683317884,SDSS J220418.28+001236.25,331.0762,0.21007,16.32,0.01,sdB,31500,59,5.65,0.00153137251926073
1237648721763762362,SDSS J112447.88+001307.28,171.1995,0.21869,18.42,0.02,DAZ,8614,29,5.126,0.001815063188573
1237648721751834785,SDSS J093607.95+001435.92,144.0331,0.24331,16.47,0.02,DA,33778,92,8.354,0.00302650603560992
1237648721762844775,SDSS J111637.17+001441.35,169.1549,0.24482,18.72,0.02,DA,17799,167,8.092,0.00416560472587244
1237648721789911173,SDSS J152354.76+002331.02,230.9782,0.39195,18.83,0.02,He-sdB,38473,1087,5.12,0.00206260252348989
1237648721790173263,SDSS J152607.88+001640.73,231.5328,0.27798,16.59,0.01,sdO,50000,1000,7.75,0.00173197164010113
1237663543677747336,SDSS J211318.36+001738.29,318.3265,0.29397,16.11,0.01,He-sdO,48000,47,6.8,0.00120823669418237
1237648721753604176,SDSS J095211.56+001840.03,148.0482,0.31112,17.29,0.02,DA,51408,393,8.107,0.00170776100902645
1237648721790500915,SDSS J152905.62+002137.40,232.2734,0.36039,18.15,0.01,He-sdB,34592,309,5.61,0.00204176236185967
1237663543682400296,SDSS J215538.05+002317.05,328.9085,0.38807,17.62,0.02,DA,18104,68,8.112,0.0121223394182203
1237663543682990263,SDSS J220119.88+002408.93,330.3328,0.40248,18.54,0.01,DA,50488,817,8.155,0.00286913086159126
1237663458315272395,SDSS J212623.33+002639.05,321.5972,0.44418,16.52,0.01,DA,19312,56,8.144,0.00286937639530626
1237654670813167655,SDSS J103512.78+002728.98,158.8033,0.45805,15.96,0.02,sdB,23785,101,5,0.0029828695026505
1237648705123647532,SDSS J134156.02+002749.24,205.4834,0.46368,18.88,0.01,DB+M,28717,1000,7.804,0.00287649557329575
1237663458315403530,SDSS J212749.34+002924.14,321.9556,0.49004,17.65,0.01,DAO/sdO,77301,3794,5.89,0.00289396555530191
1237651801771737096,SDSS J100645.73+003204.60,151.6905,0.53461,16.53,0.01,DA,26950,87,7.29,0.00509937188827855
1237648705135116366,SDSS J152708.31+003308.24,231.7846,0.55229,18.58,0.01,He-sdB,45818,42,7,0.00204277565630337
1237648705121091696,SDSS J131858.89+003530.37,199.7454,0.59177,18.16,0.01,DAB,24395,307,5,0.00153957731050657
1237663479793844326,SDSS J215648.71+003620.70,329.203,0.60575,17.68,0.01,A/DAZ,31467,150,5.566,0.000674762858678926
1237663784740978775,SDSS J010129.53+003717.00,15.37304,0.62139,18.86,0.03,DA,19432,180,8.081,0.00163779916694994
1237650796750831640,SDSS J084906.20+003722.73,132.2758,0.62298,18,0.01,DAH,30361,110,10,0.00701774315968326
1237678617400312183,SDSS J212014.33+003756.24,320.0597,0.63229,16.74,0.03,sdB,31455,94,5.542,0.0107967700564078
1237648722288640071,SDSS J093512.70+003857.12,143.8029,0.6492,18.3,0.02,DB,12678,65,8,0.00121217155170578
1237651735244963982,SDSS J154720.19+004046.31,236.8341,0.67953,17.32,0.01,DAB,22857,166,5,0.00184819723320398
1237648722314526865,SDSS J133154.14+004119.57,202.9756,0.68877,17.74,0.01,DA,37891,313,7.98,0.00548826922979927
1237663544222416915,SDSS J222425.54+004147.18,336.1064,0.69644,18.45,0.02,DA,17043,58,7.941,0.0032625814857249
1237663445442428965,SDSS J225215.93+004155.93,343.0664,0.69887,16.5,0.02,DAO,34951,145,5.56,0.000485258046458995
1237663204919738462,SDSS J005107.03+004232.44,12.77929,0.70901,15.58,0.02,sdO,34879,1569,5.55,0.00158701944222499
1237651818953441406,SDSS J153722.26+004234.52,234.3427,0.70959,18.66,0.01,DA,20858,178,8.004,0.00224317221530202
1237648722292703300,SDSS J101218.95+004413.34,153.079,0.73704,17.63,0.02,DAO,35468,424,5.42,0.000992195916267692
1237657191981252635,SDSS J002049.55+004433.94,5.20646,0.74276,16.73,0.02,DA,8812,13,8.657,0.0331879203683808
1237663544214945909,SDSS J211607.27+004503.17,319.0303,0.75088,18.72,0.05,DA,91971,4196,7.34,0.00114811472134406
1237663462605062220,SDSS J230245.07+004506.08,345.6878,0.75169,18.02,0.02,sdB,30000,5000,5,0.00415119302928682
1237648675068510288,SDSS J161044.47+004650.51,242.6853,0.7807,18.09,0.01,DB,10873,102,8,0.000957170908418485
1237655468065620133,SDSS J154633.46+004655.56,236.6394,0.7821,16.49,0.01,DA,19402,54,7.588,0.00753732550536078
1237663204918820918,SDSS J004233.44+004717.52,10.63933,0.7882,17.15,0.02,A/DAZ,31480,137,5.107,0.000301701029157254
1237648722289229957,SDSS J094044.08+004759.64,145.1837,0.7999,18.98,0.01,He-sdB,52336,1793,6.26,0.00191601682626133
1237663204918427721,SDSS J003902.55+004821.41,9.76062,0.80595,18.79,0.01,DC:,10091,462,7.452,0.000705304181580631
1237678617403195463,SDSS J214612.17+005110.01,326.5507,0.85278,17.52,0.02,He-sdO,50000,50,7,0.000990915539199042
1237678617402867816,SDSS J214307.37+005123.65,325.7807,0.85657,18.78,0.03,He-sdB,37781,680,5.02,0.000849260633425816
1237656569732792447,SDSS J222238.69+005124.98,335.6612,0.85694,16.11,0.02,DAO,39161,304,5,0.00158292237167151
1237648705670414390,SDSS J151231.29+005317.74,228.1304,0.88826,18,0.01,He-sdB,36077,413,5.66,0.00121656117989393
1237663458852798650,SDSS J213225.88+005428.91,323.1078,0.90803,18.17,0.18,DA,19664,150,7.928,0.00342647504810997
1237678617937117384,SDSS J211921.36+005749.75,319.839,0.96382,15.55,0.01,He-sdO,48462,47,7,0.00334348965213149
1237648705673953308,SDSS J154441.05+005803.29,236.171,0.96758,18.8,0.02,DA,21718,193,8.029,0.000518394631601804
1237674651533049916,SDSS J110256.32+010012.42,165.7347,1.00345,18.29,0.02,DAB,22631,285,5.01,0.000516282787409716
1237678617407258786,SDSS J222332.60+010013.10,335.8858,1.00364,17.07,0.03,DA,15758,48,7.973,0.0043679421507778
1237656239009235094,SDSS J214441.71+010029.88,326.1738,1.0083,18.22,0.01,DB,21000,800,7.91,0.0069655767806945
1237674651535802476,SDSS J112757.48+010044.21,171.9895,1.01228,16.57,0.02,DAB,31111,77,5.59,0.000638847167190994
1237655468062670913,SDSS J151907.15+010107.18,229.7798,1.01866,17.71,0.01,DA,24245,136,8.079,0.00412622784723171
1237648705666744441,SDSS J143917.64+010251.11,219.8235,1.04753,16.39,0.02,DAB,27784,153,5,0.00401359202961715
1237678617405751309,SDSS J220922.17+010307.99,332.3424,1.05222,16.54,0.02,He-sdB,41210,404,5.95,0.00153877411749227
1237657192515239994,SDSS J235456.66+010330.82,358.7361,1.05856,18.31,0.02,DA,23756,190,7.986,0.00342786168556006
1237648722821054540,SDSS J085434.99+010333.66,133.6458,1.05935,17.85,0.01,DA,21078,128,8.042,0.00477641424397625
1237656239009890419,SDSS J215049.19+010338.45,327.705,1.06068,18.02,0.01,DAO/sdO,36026,567,5.34,0.000223666315562251
1237648722849890311,SDSS J131745.79+010450.52,199.4408,1.0807,16.63,0.01,DAB/sdB,28235,158,5,0.00154977630445582
1237648722854150273,SDSS J135707.35+010454.52,209.2806,1.08181,17.25,0.01,DAB,11220,52,7,0.000950697493761891
1237648722834161720,SDSS J105428.85+010514.78,163.6202,1.08744,16.78,0.02,sdB,32534,126,5.601,0.000345847328498974
1237655469674528825,SDSS J153047.85+020738.01,232.6994,2.12723,18.23,0.01,DC,9679,560,7.263,0.00540231365182229
1237678617409617974,SDSS J224451.81+010630.92,341.2159,1.10859,18.18,0.02,DAO/sdO,35097,709,5.11,0.00175034710942241
1237651752414806066,SDSS J141759.32+010725.64,214.4972,1.12379,18.9,0.01,DBA,16918,100,7.924,0.00398899103901769
