objid,name,ra,dec,gmag,gmag_error,spect_type,t_eff,t_eff_error,log_g,distance
1237673809191895112,SDSS J080414.52+193607.02,121.0605,19.60195,17.53,0.01,DA,24423,90,8.489,0.0020971210749661
1237667108501651619,SDSS J083610.00+193818.60,129.0417,19.6385,17.78,0.01,DA,16420,78,8.346,0.00167492756127829
1237667782847496335,SDSS J142438.12+193825.55,216.1588,19.64043,17.55,0.03,DA,18338,87,8.037,0.00324999553517859
1237664093431267430,SDSS J075953.17+193931.03,119.9715,19.65862,17.14,0.01,DA,20259,88,8.065,0.00287609161042745
1237662500550607004,SDSS J165823.09+252150.18,254.5962,25.36394,16.53,0.01,DAB,30732,75,5.52,0.00261281974273555
1237662335189123156,SDSS J165610.85+194202.12,254.0452,19.70059,16.04,0.01,DA,15568,50,8.205,0.00688163460585294
1237662698115563546,SDSS J163334.69+194229.70,248.3945,19.70825,16.92,0.01,DAH,21603,111,9.35,0.00290440987975437
1237667915422629912,SDSS J124206.06+194305.63,190.5253,19.71823,18.01,0.04,DB,16295,71,8.017,0.00509199800736423
1237665548896305282,SDSS J152218.54+194309.26,230.5773,19.71924,18.95,0.01,DA,26362,256,8.139,0.00142928643191996
1237667112254374007,SDSS J084028.07+194334.43,130.117,19.72623,17.54,0.01,DA,18630,85,8.212,0.00277941159853701
1237662665892036686,SDSS J164814.79+194520.50,252.0616,19.75569,18.84,0.01,DB,17600,200,7.863,0.00120466929471321
1237665372259221563,SDSS J155424.53+194714.24,238.6022,19.78729,17.8,0.02,DAB,31818,181,5.62,0.000666215679679475
1237667735034069034,SDSS J102607.58+194807.85,156.5316,19.80218,18.98,0.02,DZ,10164,53,8,0.00427020925314204
1237662666429104204,SDSS J165058.22+194817.35,252.7426,19.80482,18.31,0.01,DAH:,17715,149,8.1,0.00129396880778631
1237673807582790005,SDSS J081957.73+194827.75,124.9905,19.80771,18.87,0.01,DA,6000,1000,7.755,0.00361482782988472
1237661086416502932,SDSS J075452.85+194907.00,118.7202,19.81861,18.26,0.01,DB,22000,400,7.844,0.000630385266609535
1237667108501848145,SDSS J083747.23+194955.88,129.4468,19.83219,18.58,0.02,He-sdO,50000,99,7.01,0.000840882659262533
1237661087489786215,SDSS J074925.15+195039.94,117.3548,19.84443,17.89,0.01,DB,20000,500,7.949,0.00253028241353626
1237668299285594114,SDSS J133512.81+195155.80,203.8034,19.8655,17.57,0.02,sdO,33871,273,5.509,0.000348703650056314
1237665549433372706,SDSS J152411.97+195215.71,231.0499,19.87103,17.72,0.02,DB+M,27797,100,7.686,0.0093274134831978
1237667781750751307,SDSS J104002.57+195305.28,160.0107,19.8848,17.54,0.03,DA,25636,140,7.979,0.00311597430289173
1237667430093357090,SDSS J091833.07+195307.87,139.6378,19.88552,16.31,0.02,DA,95442,1598,7.982,0.0017770715479662
1237667736132780090,SDSS J143026.15+195346.68,217.609,19.8963,17.27,0.02,sdB:,30723,163,5.526,0.000907812895422609
1237667430093226087,SDSS J091719.14+195438.66,139.3297,19.91074,16.43,0.02,DA,33963,75,7.981,0.00268621799397285
1237667915421122657,SDSS J122748.80+195548.32,186.9533,19.93009,18.01,0.02,DA,19125,118,7.998,0.00465194137994174
1237662665891905730,SDSS J164741.53+195746.94,251.923,19.96304,18.65,0.02,DA,18052,142,7.954,0.00757602500158477
1237665534930255885,SDSS J155200.90+195751.41,238.0038,19.96428,16.19,0.03,DC GD 193,11273,403,8,0.017575653130528
1237667536933224486,SDSS J095711.61+195816.21,149.2984,19.97117,18.99,0.02,DA,19030,254,7.981,0.000635766123590704
1237664093968138285,SDSS J075825.99+200040.32,119.6083,20.0112,18.2,0.01,DA,20761,130,8.093,0.000649921838575869
1237661125608145029,SDSS J075132.16+200226.77,117.884,20.04077,17.67,0.02,DBA,16750,159,8,0.000599022783627855
1237660765367370166,SDSS J074148.35+200244.38,115.4515,20.04566,18.45,0.01,DA,25314,242,8.02,0.00358625117753422
1237668290698608747,SDSS J110143.01+200354.29,165.4292,20.06508,18.82,0.02,DA,20361,223,7.476,0.000660817172261401
1237665429180514325,SDSS J154624.26+200406.10,236.6011,20.06836,18.97,0.02,DA,36200,313,7.992,0.00201524038606673
1237668273509695587,SDSS J133631.48+200422.37,204.1312,20.07288,17.08,0.02,DA,25242,131,7.545,0.00306450266457041
1237667735057006699,SDSS J141025.48+200422.58,212.6062,20.07294,18.09,0.02,DA,20770,281,7.947,0.00229862577309577
1237662698114777247,SDSS J162730.30+203416.93,246.8763,20.57137,17.02,0.01,DAB,24231,186,5,0.000636832147703481
1237665430255042589,SDSS J155459.59+201040.44,238.7483,20.1779,17.71,0.02,DA,17295,39,8.085,0.00339610132263055
1237661463311483088,SDSS J165540.16+201057.90,253.9173,20.18275,16.89,0.02,sdB,31073,153,5.67,0.00290442391774075
1237668298745970710,SDSS J130839.24+201132.86,197.1635,20.19246,18.25,0.01,He-sdB,37004,815,5.07,0.00102834107098091
1237667735056482316,SDSS J140457.27+201246.58,211.2386,20.21294,18.82,0.01,DC,6300,1000,9,0.00647036299815578
1237667253995634838,SDSS J085937.85+201305.56,134.9077,20.21821,17.69,0.02,DA,20832,109,8.14,0.00238104696817542
1237662666965844128,SDSS J165114.52+201420.69,252.8105,20.23908,17.95,0.01,A/DAZ,28315,302,5,0.00217007366475437
1237664834851766393,SDSS J082346.00+201557.13,125.9417,20.26587,18.82,0.02,DZ,10611,49,8,0.00333568830866992
1237662225703567452,SDSS J163920.38+201638.75,249.8349,20.27743,18.6,0.02,DA,20852,170,8.006,0.00255230534845779
1237667915959697533,SDSS J124415.10+201657.29,191.0629,20.28258,18.38,0.02,DBA,15887,83,8.12,0.0036150367527828
1237667734499295258,SDSS J104616.01+202127.83,161.5667,20.35773,15.93,0.02,DA:,100000,1779,8.21,0.00166408212195878
1237667255605133323,SDSS J084658.27+202147.39,131.7428,20.36316,18.38,0.01,DC,10889,270,8.444,0.00143463763314249
1237666091127799929,SDSS J011023.27+202204.94,17.59696,20.36804,17.24,0.02,DA,21642,65,8.085,0.00417614934391772
1237666428828319993,SDSS J220042.21+202227.37,330.1759,20.37427,18.26,0.01,DZ:,7519,263,8,0.0121702667406683
1237666214072614943,SDSS J011650.72+202252.90,19.21133,20.38136,18.19,0.02,DA+F,100000,2688,5.265,0.00455471007010731
1237678578743967857,SDSS J221215.89+202258.38,333.0662,20.38288,18.69,0.01,DC,9700,160,6.913,0.00597847244400929
1237667538006114510,SDSS J094806.10+202315.38,147.0254,20.38761,18.53,0.01,DA:,6000,1000,7.546,0.00136140392929091
1237667917024657486,SDSS J111832.18+202331.60,169.6341,20.39211,18.19,0.01,DC,10402,310,8.037,0.00856142990853247
1237662697040642122,SDSS J162158.81+202402.09,245.495,20.40058,18.29,0.02,DA,24764,170,8.101,0.00169650283552906
1237665372795764852,SDSS J155232.50+202715.37,238.1354,20.45427,17.11,0.01,DA+M4,32972,111,8.17,0.00193386615238768
1237666429364732141,SDSS J215553.90+202802.92,328.9746,20.46748,15.5,0,DB,45000,14,6.5,0.000765309814020525
1237664837534875806,SDSS J080902.06+202955.60,122.2586,20.49878,18.81,0.01,DBA,11898,81,8,0.00277699872623179
1237667782307348497,SDSS J135224.27+203005.98,208.1011,20.50166,17.57,0.03,DB,16855,55,7.906,0.0101738649890035
1237667735035772957,SDSS J104219.11+203008.18,160.5796,20.50227,17.61,0.01,DH,40000,5000,9.5,0.0145188011916137
1237667734517907587,SDSS J134849.25+203011.38,207.2052,20.50316,17.65,0.02,DB,14832,81,8.253,0.0124918703752052
1237668299283300391,SDSS J131332.13+203039.85,198.3839,20.51107,17.8,0.03,DA,13602,90,8.607,0.00544292055506459
1237678579816464616,SDSS J215954.70+203113.19,329.9779,20.52033,17.85,0.01,sdB,30288,182,5.6,0.0014226535001602
1237662300843409656,SDSS J170727.11+203153.25,256.8629,20.53146,18.18,0.01,DB,44368,1000,7.78,0.000363802297672764
1237667782824165403,SDSS J103612.78+203227.53,159.0533,20.54098,18.61,0.01,DA,17747,170,8.299,0.00176496728715068
1237667536934404121,SDSS J100808.79+203251.72,152.0366,20.5477,17.66,0.02,DA,17792,132,8.063,0.00164099382871877
1237667736107548695,SDSS J102241.21+203839.62,155.6717,20.64434,18,0.02,He-sdO:,48462,47,7,0.00153962878684716
1237666432576651557,SDSS J221350.44+203907.20,333.4602,20.652,15.5,0.01,DAB/sdB,23151,106,5,0.0011128175636512
1237666245217157713,SDSS J215328.33+203943.70,328.368,20.66214,18.84,0.02,DA:,6984,39,7.794,0.000357815287957197
1237665427567870095,SDSS J152623.64+203950.36,231.5985,20.66399,18.58,0.02,DA,17532,184,8.061,0.00122507263691825
1237665232669507621,SDSS J161804.93+204104.16,244.5205,20.68449,17.57,0.02,He-sdB,12654,41,7,0.00076499776426895
1237666429901144208,SDSS J215050.28+204329.32,327.7095,20.72481,17.53,0.01,DA,28645,90,8.006,0.0069365485671148
1237665441531428953,SDSS J153340.73+204350.16,233.4197,20.7306,18.26,0.02,DA,19859,138,8.017,0.000966425701452269
1237662473701032237,SDSS J170331.55+204422.42,255.8815,20.73956,18.63,0.01,DA,17495,16,8.086,0.00242197145677224
1237664091822293050,SDSS J081602.80+204452.98,124.0117,20.74805,18.51,0.02,DA,26658,147,8.026,0.000911540779133262
1237665441531363369,SDSS J153231.95+204604.98,233.1331,20.76805,17.28,0.01,DAB,32791,171,5.57,0.00139632078016664
1237662335188402336,SDSS J165104.36+204636.05,252.7682,20.77668,17.03,0.01,DAB,31500,98,6.26,0.000762681100963513
1237665534929403931,SDSS J154446.06+204654.27,236.1919,20.78174,17.8,0.01,DB,10703,70,8,0.00151349902369097
1237678580353073165,SDSS J215628.19+204728.21,329.1175,20.79117,16.58,0.02,DO,50000,50,7.76,0.000741280831272377
1237665372795502621,SDSS J155000.99+204800.72,237.5041,20.8002,17.9,0.21,DAB,29752,334,5.42,0.00111445711364894
1237667536398909540,SDSS J102209.66+204911.75,155.5403,20.81993,18.75,0.03,DA,18665,169,7.971,0.00410390139863512
1237668299280220176,SDSS J124306.09+205708.86,190.7754,20.95246,16.8,0.02,DBA,15223,51,8.333,0.0118287644946715
1237666214072811813,SDSS J011646.10+205001.93,19.19208,20.83387,18.21,0.01,DZ,7072,260,8,0.00100254802945039
1237667211583422680,SDSS J090302.39+205008.92,135.76,20.83581,18.34,0.02,DAB/sdB,35122,392,5.63,0.00118477184401637
1237664093432119424,SDSS J080632.46+205119.62,121.6352,20.85545,18.09,0.02,DA,28256,98,7.998,0.00133335036743318
1237662225165975609,SDSS J163213.05+205124.05,248.0544,20.85668,17.4,0.02,DAB,33136,131,6.19,0.00169472619767926
1237662666428383300,SDSS J164525.28+205132.33,251.3553,20.85898,15.57,0.01,sdB,28331,96,5,0.000597474248092436
1237666091128061979,SDSS J011043.33+205314.71,17.68054,20.88742,17.66,0.02,DA,19042,71,8.078,0.00205784445963308
1237667783920058473,SDSS J141347.07+205347.54,213.4461,20.89654,18.25,0.02,DA,23103,132,7.923,0.000439848102813879
1237668299278254103,SDSS J122354.21+205431.82,185.9759,20.90884,17.36,0.02,DA,20382,124,8.163,0.00268937455904989
1237665564996927582,SDSS J142212.95+205452.60,215.554,20.91461,18.6,0.02,DA,44597,827,8.267,0.000130959801048952
1237668299276419121,SDSS J120613.40+205523.09,181.5558,20.92308,18.12,0.03,sdB:,33471,254,5.119,0.00111857661245597
1237667735054843909,SDSS J134913.49+205646.91,207.3062,20.94636,18.9,0.01,DAH,11413,1000,9,0.00718590367616854
1237662335725404264,SDSS J165325.76+205659.14,253.3573,20.94976,15.98,0.01,A/DAZ,31481,88,5.478,0.001173350803693
1237662665891184857,SDSS J164157.55+205724.44,250.4898,20.95679,17.13,0.01,A/DAZ,31718,113,5.524,0.00155555676376071
1237674369682309136,SDSS J083619.71+205747.41,129.0821,20.96317,16.08,0.02,DAB,31899,61,5.76,0.00251480987089251
1237667734501916719,SDSS J111204.33+210100.19,168.018,21.01672,18.48,0.02,DA,19383,172,8.026,0.000942447019906051
1237661464922161267,SDSS J165954.31+210141.92,254.9763,21.02831,16.62,0.01,DA,19499,62,8.07,0.00300083007691958
1237667917029638167,SDSS J120649.27+210148.18,181.7053,21.03005,17.09,0.02,DA,37645,238,7.979,0.00607905065501957
1237665537078198343,SDSS J155914.10+210300.68,239.8087,21.05019,18.74,0.01,He-sdB,37032,898,5.4,0.000907208270440339
1237660765904765172,SDSS J074441.81+210352.60,116.1742,21.06461,16.66,0.01,CSPN,115000,5000,6,0.00180576623950861
1237660765904830540,SDSS J074500.54+210431.43,116.2523,21.0754,18.75,0.01,DA,24271,350,7.41,0.000541939654762573
1237665566609440789,SDSS J144115.77+210448.14,220.3157,21.08004,17.66,0.02,DA,28642,118,8.104,0.00294492706152645
1237666429901864993,SDSS J215734.37+210747.32,329.3932,21.12981,18.48,0.02,DA,27603,224,7.983,0.00291742063136688
1237667917032980493,SDSS J123931.99+210806.25,189.8833,21.13507,18.32,0.03,DA+M,9576,56,10,0.00337392472186948
1237661087490703551,SDSS J075610.56+211032.70,119.044,21.17575,18.66,0.01,DA,20836,3302,7.881,0.000911686897791541
1237667782826196996,SDSS J105544.90+211105.03,163.9371,21.18473,17.83,0.02,DAH,6307,12,9.21,0.00100465104596849
1237666215683489907,SDSS J011127.43+211115.66,17.86429,21.18768,16.79,0,sdO,38006,192,5.825,0.000715272817628194
1237665428641873986,SDSS J153000.98+211218.18,232.5041,21.20505,16.92,0.02,A/DAZ,32945,131,5.542,0.000789494734777501
1237665549431734363,SDSS J150936.18+211433.22,227.4008,21.24256,16.64,0.02,sdO,35644,252,5,0.000997548828038448
1237665429179269187,SDSS J153526.07+211440.96,233.8586,21.24471,16.73,0.02,He-sdB,40000,5000,6.5,0.00104867610038592
1237678580353859759,SDSS J220429.52+211610.63,331.123,21.26962,15.59,0.01,He-sdO,75000,25000,6.25,0.00284918336407968
1237667735053074452,SDSS J133208.34+211709.28,203.0347,21.28591,17.91,0.01,DB,11343,57,8,0.00671609560980251
1237662336799277219,SDSS J165640.81+211812.85,254.17,21.30357,18.47,0.01,DA,60167,1605,7.582,0.000887836234113196
1237665101684998224,SDSS J155912.40+211839.85,239.8017,21.31107,18.08,0.02,DA,86566,3128,8.018,0.00156068043013996
1237662697039790165,SDSS J161445.47+212111.95,243.6895,21.35332,18.76,0.02,B/sdB,31966,269,5.408,0.000550801684281947
1237662640125640716,SDSS J164216.68+212117.10,250.5695,21.35475,17.07,0.02,He-sdO,70000,20000,5.75,0.00217689214882851
1237667252924317711,SDSS J092234.17+212142.97,140.6424,21.36194,18.55,0.01,DC:,10402,1000,6.5,0.000515558711078689
1237662305667186831,SDSS J163320.88+212224.31,248.337,21.37342,16.19,0.01,DAB/sdB,24597,156,5,0.00214579538286772
1237665549431472201,SDSS J150704.10+212257.47,226.7671,21.38263,18.27,0.02,He-sdO,69710,9738,5.27,0.000627364598373498
1237666433114112097,SDSS J221850.23+212303.73,334.7093,21.38437,17.93,0.01,DQ,8094,21,8,0.0170682374717038
1237662302454022157,SDSS J171114.13+212331.85,257.8089,21.39218,17.47,0.01,sdB,22252,206,5,0.00122934387521519
1237662225702649977,SDSS J163150.83+212425.74,247.9618,21.40715,17.74,0.01,DA,39130,365,8.03,0.00160408874862854
1237678580890206485,SDSS J215854.11+212432.58,329.7255,21.40905,16.1,0.02,sdB,30826,170,5.54,0.000492259283219654
1237664835389292656,SDSS J082824.20+212556.68,127.1008,21.43241,17.74,0.02,B/DAZ,31580,182,5.468,0.0016413707664477
1237665536003276847,SDSS J154717.79+212620.44,236.8241,21.43901,17.38,0.02,DA,17361,66,8.061,0.00381699794819742
1237662340554227781,SDSS J163823.07+212624.04,249.5961,21.44001,18.65,0.02,DA,7104,29,5.398,0.000979955050587611
1237667734514434125,SDSS J131445.11+212655.79,198.688,21.44883,18.49,0.02,DA,18726,124,8.082,0.00573416178265642
1237662664294989864,SDSS J163716.89+212701.48,249.3204,21.45041,15.48,0.02,AO/DA,8157,8,5,0.000750127085912578
1237666433114112278,SDSS J221907.57+212758.07,334.7816,21.46613,18.22,0.01,DA,13593,197,8.182,0.0037954766320061
1237665371720188152,SDSS J153452.58+212846.49,233.7191,21.47958,18.16,0.02,DA,17502,95,7.841,0.0033419407391481
1237662698114056257,SDSS J162109.02+212919.75,245.2876,21.48882,15.82,0.01,DAB/sdB,29876,177,5,0.00137095710505573
1237666273669087385,SDSS J020409.84+212948.58,31.041,21.49683,18.07,0.01,DBA,21945,868,8.314,0.00314839418742039
1237678580890599638,SDSS J220250.26+213120.21,330.7094,21.52228,16.93,0.01,DB,21000,500,7.934,0.00245145811174959
1237666091665195058,SDSS J010937.26+213143.39,17.40525,21.52872,18.55,0.02,DA,18085,99,7.903,0.00402261865843821
1237665531179040859,SDSS J145412.79+213216.04,223.5533,21.53779,16.89,0.02,sdB,28458,225,5.44,0.00151449279135004
1237662302453956921,SDSS J171137.36+213319.44,257.9057,21.5554,18.94,0.02,DA,23894,238,8.522,0.0080157941204723
1237665373332045876,SDSS J154815.24+213528.57,237.0635,21.59127,18.05,0.02,DABZ,11746,194,8.57,0.00253011564785765
1237662640662446140,SDSS J164239.53+213642.39,250.6647,21.61178,18.16,0.01,DA,12691,93,8.669,0.167200392239315
1237662666964992041,SDSS J164453.34+213711.57,251.2222,21.61988,17.82,0.01,DAB,27541,557,5.04,0.00178914244297202
1237678580354449653,SDSS J221000.09+213719.06,332.5004,21.62196,18.28,0.01,DB,11192,78,8,0.00226778692899322
1237666214610010143,SDSS J011537.73+213757.25,18.90721,21.63257,17.2,0.01,DAB/sdB,34054,184,6.06,0.00140666213599853
1237667911679869043,SDSS J142756.58+213757.25,216.9857,21.63257,15.51,0.02,sdB,29543,173,5,0.00186443676742005
1237665565533012027,SDSS J141511.69+213906.16,213.7987,21.65171,18.77,0.02,DAO/sdO,35795,737,5.31,0.00174458398124101
1237661126145933494,SDSS J075741.88+213939.78,119.4245,21.66105,17.43,0.02,DA,15442,92,8.2,0.00644829287511875
1237662666427793673,SDSS J164131.03+214026.51,250.3793,21.67403,18.98,0.02,sdB,32049,472,5.87,0.00106578774124373
1237662337336148048,SDSS J165809.15+214046.45,254.5381,21.67957,15.83,0.01,DAO,32287,103,5.74,0.00228449139114466
1237680301025919431,SDSS J215621.54+214048.29,329.0898,21.68008,17.56,0.01,DA,13101,90,8.563,0.00339633612053251
1237664094506057825,SDSS J080610.00+214152.37,121.5417,21.69788,18.35,0.01,D+M,19500,9000,7,0.00421894077699377
1237667210511712303,SDSS J092245.80+214238.95,140.6908,21.71082,18.65,0.02,DO:,47502,224,7,0.000815153402527651
1237667783899086882,SDSS J104703.70+214338.75,161.7654,21.72743,18.12,0.01,DC,10075,470,7.894,0.00258334779355619
1237667429023416374,SDSS J095503.14+214455.54,148.7631,21.74876,18.32,0.02,DA,58358,1314,7.843,0.00210594990193182
1237662226239651958,SDSS J163416.63+214458.70,248.5693,21.74964,16.6,0.02,DAO,37389,305,5.55,0.000256078394068523
1237665567145852959,SDSS J143736.75+214537.73,219.4031,21.76048,17.52,0.02,He-sdB,41000,6000,6.23,0.00199280661769207
1237662224090988683,SDSS J162020.89+214542.98,245.087,21.76194,17.11,0.02,DA,27081,71,7.982,0.00631851484823661
1237662225702453302,SDSS J163023.27+214558.25,247.597,21.76618,15.86,0.01,DAB,25649,131,5,0.000966546279725633
1237662337873084606,SDSS J165939.69+214704.88,254.9154,21.78469,17.54,0.01,DAO/sdO,36181,286,5.62,0.000902113823599253
1237666434186936625,SDSS J220939.46+214751.14,332.4144,21.79754,17.56,0.01,DA,11666,41,8.415,0.00774786594211056
1237665549430882333,SDSS J150132.31+214811.27,225.3846,21.80313,15.8,0.02,DA,19256,58,8.067,0.00539916133067981
1237678580891058274,SDSS J220642.92+215015.10,331.6788,21.83753,18.56,0.01,DC,10897,1000,9,0.00302063147274417
1237665532790964367,SDSS J150809.79+215037.10,227.0408,21.84364,17.22,0.02,DAH:,58401,1015,10,0.00135298505815446
1237662697576595462,SDSS J161514.42+215149.14,243.8101,21.86365,17.16,0.02,A/sdB,32749,553,5.37,0.00136467440411331
1237666215146946705,SDSS J011428.32+215310.79,18.618,21.88633,17.81,0.02,DA,30407,83,8.717,0.00298464696776033
1237662226239520817,SDSS J163316.45+215324.79,248.3185,21.89022,18.38,0.02,DAB,21894,276,5,0.00231893145248701
1237662698113597528,SDSS J161710.37+215413.50,244.2932,21.90375,18.63,0.02,DA,10443,38,8.099,0.00404702068175677
1237667112256536679,SDSS J085950.51+215423.90,134.9605,21.90664,18.91,0.02,DA+M4,25891,503,8.06,0.00370491199333169
1237665531716239373,SDSS J145728.48+215446.40,224.3687,21.91289,17.22,0.02,DA,28729,101,8.037,0.0030289506275459
1237667734510895133,SDSS J124007.46+215610.46,190.0311,21.93624,18.31,0.02,DAB:,33114,326,5.69,0.000986042043460412
1237661465458573550,SDSS J165732.52+215700.00,254.3855,21.95,18.82,0.01,DAO,36788,456,6.05,0.000987920909231875
1237665101147144253,SDSS J154950.06+215753.57,237.4586,21.96488,18.22,0.02,DA,18922,105,8.067,0.00495145612079067
1237666435259760827,SDSS J215946.33+215858.55,329.9431,21.98293,15.95,0.01,A/DAZ,31150,135,5.43,0.000328170931682364
1237666243612115148,SDSS J224748.35+215946.18,341.9514,21.99616,18.4,0.04,DAZ:,6300,2,5.13,0.000911351500026486
1237667429023809618,SDSS J095911.48+220003.89,149.7978,22.00108,17.7,0.03,He-sdB,42035,631,5,0.00191379866929357
1237662335724748920,SDSS J164855.31+220020.56,252.2305,22.00571,16.9,0.02,sdB,31334,100,5.43,0.000663231143931429
1237665101147144300,SDSS J155004.45+220034.45,237.5185,22.00957,16.63,0.02,DA,10559,14,8.564,0.0105848899485526
1237666091128586248,SDSS J011148.06+220144.33,17.95025,22.02898,17.78,0.01,DA,21513,150,8.035,0.00217083814076972
1237667735050584083,SDSS J130745.41+220232.21,196.9392,22.04228,18.43,0.01,DC,10051,410,7.018,0.00623334742021965
1237678580891451591,SDSS J221048.79+220345.47,332.7033,22.06263,15.94,0.02,DAZ,7943,11,5,0.00156558585026176
1237666091128586280,SDSS J011104.31+220429.75,17.76796,22.07493,17.52,0.01,DA,8640,22,8.678,0.003529159326898
1237662500015440171,SDSS J170802.62+220552.62,257.0109,22.09795,18.05,0.01,sdB,31956,263,5.539,0.00129303620468622
1237666273667448957,SDSS J014812.13+220558.52,27.05054,22.09959,16.95,0.02,DBA,14925,51,8.481,0.00329018038134215
1237667782298435648,SDSS J122541.70+220818.74,186.4238,22.13854,18.87,0.03,sdB:,24992,508,5.018,0.00032058580818914
1237667429023875138,SDSS J095929.85+220921.82,149.8744,22.15606,16.32,0.02,DAB:,22390,139,5,0.00121808485959096
1237665567145263152,SDSS J143152.69+220927.65,217.9695,22.15768,18.87,0.02,DA,17517,73,8.216,0.000611834829200759
1237678580355629508,SDSS J222123.03+221002.85,335.3459,22.16746,18.98,0.01,DC,9479,1000,9,0.00232413537001586
1237667783916519481,SDSS J133926.78+221035.08,204.8616,22.17641,18.66,0.03,DA,7991,42,10,0.00126523146915067
1237665567682723878,SDSS J143809.25+221242.26,219.5385,22.21174,18.47,0.01,DA,10090,22,9.33,0.00193013415199343
1237662663757266964,SDSS J162922.96+221352.64,247.3457,22.23129,17.95,0.01,DAB,24301,258,5,0.00096662440411754
1237680301027098655,SDSS J220707.39+221527.00,331.7808,22.2575,17.02,0.02,DAB:,27111,190,5,0.00127168070028949
1237680301027164183,SDSS J220745.49+221640.62,331.9395,22.27795,17.24,0.01,sdO,36105,281,5.061,0.00202610022992695
1237679542431580352,SDSS J010003.06+221704.48,15.01275,22.28458,18.83,0.01,DC,9956,370,7.637,0.000598263015128762
1237678580891910592,SDSS J221515.55+222052.66,333.8148,22.34796,18.79,0.02,DA,16622,31,7.918,0.000713906351023317
1237666273666990206,SDSS J014341.57+222201.56,25.92321,22.3671,18.84,0.02,DA,12487,127,8.296,0.00552294969377857
1237667735047045151,SDSS J123255.11+222209.41,188.2296,22.36928,17.71,0.01,CV,11173,131,9.94,0.00142964247296574
1237662336261554374,SDSS J164952.57+222334.12,252.469,22.39281,18.62,0.02,DA,17915,112,8.082,0.000376575996856099
1237666274204909703,SDSS J015429.17+222419.92,28.62154,22.40553,18.52,0.01,DA,19955,150,8.138,0.00134731303236897
1237660958105534518,SDSS J075603.77+222630.89,119.0157,22.44191,14.57,0.01,DAO,42024,332,5.556,0.000936005109582615
1237662302990434426,SDSS J170957.39+222745.07,257.4891,22.46252,17.23,0.01,He-sdO,100000,794,5,0.00117329209487076
1237667783915601927,SDSS J133021.16+222904.74,202.5882,22.48465,18.72,0.04,DB,17456,113,7.946,0.00413003946475148
1237666274204516438,SDSS J015037.50+223259.53,27.65625,22.54987,18.52,0.01,DA,39489,572,7.476,0.000792655644347385
1237666435260678241,SDSS J220827.84+223636.90,332.116,22.61025,16.65,0.02,DB,12256,79,8,0.0321136738571693
1237665549966966831,SDSS J145420.83+223658.18,223.5868,22.61616,17.94,0.02,DA,23179,202,8.05,0.00207190938273451
1237665567144280115,SDSS J142248.25+223708.26,215.701,22.61896,16.4,0.01,DA,18720,77,7.952,0.00651219131173256
1237661085881925788,SDSS J081354.18+223713.55,123.4758,22.62043,17.99,0.02,DAH,30307,164,10,0.00244656799356926
1237666216220950621,SDSS J011023.82+223716.25,17.59925,22.62118,18.97,0.02,DB,12459,101,8,0.00391856570961576
1237667912753479694,SDSS J142718.20+223851.68,216.8258,22.64769,17.81,0.02,He-sdB,39623,685,5.72,0.0027918895760253
1237662666964205741,SDSS J163842.71+224115.65,249.678,22.68768,18.58,0.01,DAB,25767,382,5,0.00139129197617464
1237667912215756802,SDSS J141825.85+224132.39,214.6077,22.69233,16.84,0.02,DB,17400,50,7.976,0.0052676655768726
1237667912215363611,SDSS J141437.20+224211.02,213.655,22.70306,18.36,0.02,DABZ:,8819,42,9.99,0.00550688933077212
1237664093433561387,SDSS J081808.13+224236.72,124.5339,22.7102,18.88,0.02,DA,17283,140,8.168,0.00270186254989419
1237667736124784692,SDSS J131242.62+224504.21,198.1776,22.75117,16.92,0.02,DA,27267,102,8.066,0.000744279666744873
1237665531714797702,SDSS J144410.87+224539.35,221.0453,22.76093,18.16,0.01,DA,18926,137,8.628,0.00302613425533869
1237667910601605178,SDSS J134311.80+224543.85,205.7992,22.76218,18.55,0.02,DB,16904,69,7.943,0.00186451375803807
1237667735581098058,SDSS J120521.47+224702.18,181.3395,22.78394,17.74,0.01,sdO,49219,1154,5.63,0.00119347496138213
1237665128564785195,SDSS J155241.51+224810.12,238.173,22.80281,17.74,0.01,DAB,24196,279,5,0.00131616668398079
1237661465458049063,SDSS J165323.39+224822.54,253.3475,22.80626,16.7,0.01,sdB,32308,62,5.66,0.00144825952253429
1237665565530062911,SDSS J134621.23+224836.76,206.5885,22.81021,16.88,0.01,He-sdB,38919,361,5,0.000848406765376653
1237662695964147779,SDSS J155646.79+225008.70,239.195,22.83575,17.54,0.02,DAO,35443,324,5.48,0.00215515802114742
1237665373867868169,SDSS J153911.62+225022.34,234.7984,22.83954,18.36,0.02,DAB:,22972,251,5,0.000332726279099033
1237666274741715020,SDSS J015359.10+225236.91,28.49625,22.87692,18.53,0.02,DA,11101,42,8.805,0.00301173299775299
1237657774458601583,SDSS J073912.58+225311.58,114.8024,22.88655,15.46,0.02,sdB,23807,112,5,0.00150419226361044
1237661085345448183,SDSS J081819.52+225349.96,124.5813,22.89721,17.97,0.01,DAH:,35245,246,7.35,0.000739275736168486
1237665566605967418,SDSS J140819.66+225426.78,212.0819,22.90744,17.2,0.02,DA,22001,106,8.031,0.00110517051403682
1237666274203336719,SDSS J013830.83+225445.43,24.62846,22.91262,18.33,0.02,DA,8518,21,8.204,0.00423390027694872
