#name,ra,dec,gmag,gmag_error,spect_type,t_eff,t_eff_error,log_g
SDSS J164131.03+214026.51,250.37929,21.67403,18.98, 0.02,sdB, 32049,  472, 5.870
SDSS J165809.15+214046.45,254.53813,21.67957,15.83, 0.01,DAO, 32287,  103, 5.740
SDSS J215621.54+214048.29,329.08975,21.68008,17.56, 0.01,DA, 13101,   90, 8.563
SDSS J080610.00+214152.37,121.54167,21.69788,18.35, 0.01,D+M, 19500, 9000, 7.000
SDSS J092245.80+214238.95,140.69083,21.71082,18.65, 0.02,DO:, 47502,  224, 7.000
SDSS J104703.70+214338.75,161.76542,21.72743,18.12, 0.01,DC, 10075,  470, 7.894
SDSS J095503.14+214455.54,148.76308,21.74876,18.32, 0.02,DA, 58358, 1314, 7.843
SDSS J163416.63+214458.70,248.56929,21.74964,16.6, 0.02,DAO, 37389,  305, 5.550
SDSS J143736.75+214537.73,219.40312,21.76048,17.52, 0.02,He-sdB, 41000, 6000, 6.230
SDSS J162020.89+214542.98,245.08704,21.76194,17.11, 0.02,DA, 27081,   71, 7.982
SDSS J163023.27+214558.25,247.59696,21.76618,15.86, 0.01,DAB, 25649,  131, 5.000
SDSS J165939.69+214704.88,254.91538,21.78469,17.54, 0.01,DAO/sdO, 36181,  286, 5.620
SDSS J220939.46+214751.14,332.41442,21.79754,17.56, 0.01,DA, 11666,   41, 8.415
SDSS J150132.31+214811.27,225.38462,21.80313,15.8, 0.02,DA, 19256,   58, 8.067
SDSS J220642.92+215015.10,331.67883,21.83753,18.56, 0.01,DC, 10897, 1000, 9.000
SDSS J150809.79+215037.10,227.04079,21.84364,17.22, 0.02,DAH:, 58401, 1015,10
SDSS J161514.42+215149.14,243.81008,21.86365,17.16, 0.02,A/sdB, 32749,  553, 5.370
SDSS J011428.32+215310.79,18.618,21.88633,17.81, 0.02,DA, 30407,   83, 8.717
SDSS J163316.45+215324.79,248.31854,21.89022,18.38, 0.02,DAB, 21894,  276, 5.000
SDSS J161710.37+215413.50,244.29321,21.90375,18.63, 0.02,DA, 10443,   38, 8.099
SDSS J085950.51+215423.90,134.96046,21.90664,18.91, 0.02,DA+M4, 25891,  503, 8.060
SDSS J145728.48+215446.40,224.36867,21.91289,17.22, 0.02,DA, 28729,  101, 8.037
SDSS J124007.46+215610.46,190.03108,21.93624,18.31, 0.02,DAB:, 33114,  326, 5.690
SDSS J165732.52+215700.00,254.3855,21.95,18.82, 0.01,DAO, 36788,  456, 6.050
SDSS J154950.06+215753.57,237.45858,21.96488,18.22, 0.02,DA, 18922,  105, 8.067
SDSS J215946.33+215858.55,329.94304,21.98293,15.95, 0.01,A/DAZ, 31150,  135, 5.430
SDSS J224748.35+215946.18,341.95146,21.99616,18.4, 0.04,DAZ:,  6300,    2, 5.130
SDSS J095911.48+220003.89,149.79783,22.00108,17.7, 0.03,He-sdB, 42035,  631, 5.000
SDSS J164855.31+220020.56,252.23046,22.00571,16.9, 0.02,sdB, 31334,  100, 5.430
SDSS J155004.45+220034.45,237.51854,22.00957,16.63, 0.02,DA, 10559,   14, 8.564
SDSS J011148.06+220144.33,17.95025,22.02898,17.78, 0.01,DA, 21513,  150, 8.035
SDSS J130745.41+220232.21,196.93921,22.04228,18.43, 0.01,DC, 10051,  410, 7.018
SDSS J221048.79+220345.47,332.70329,22.06263,15.94, 0.02,DAZ,  7943,   11, 5.000
SDSS J011104.31+220429.75,17.76796,22.07493,17.52, 0.01,DA,  8640,   22, 8.678
SDSS J170802.62+220552.62,257.01092,22.09795,18.05, 0.01,sdB, 31956,  263, 5.539
SDSS J014812.13+220558.52,27.05054,22.09959,16.95, 0.02,DBA, 14925,   51, 8.481
SDSS J122541.70+220818.74,186.42375,22.13854,18.87, 0.03,sdB:, 24992,  508, 5.018
SDSS J095929.85+220921.82,149.87437,22.15606,16.32, 0.02,DAB:, 22390,  139, 5.000
SDSS J143152.69+220927.65,217.96954,22.15768,18.87, 0.02,DA, 17517,   73, 8.216
SDSS J222123.03+221002.85,335.34596,22.16746,18.98, 0.01,DC,  9479, 1000, 9.000
SDSS J133926.78+221035.08,204.86158,22.17641,18.66, 0.03,DA,  7991,   42,10
SDSS J143809.25+221242.26,219.53854,22.21174,18.47, 0.01,DA, 10090,   22, 9.330
SDSS J162922.96+221352.64,247.34567,22.23129,17.95, 0.01,DAB, 24301,  258, 5.000
SDSS J220707.39+221527.00,331.78079,22.2575,17.02, 0.02,DAB:, 27111,  190, 5.000
SDSS J220745.49+221640.62,331.93954,22.27795,17.24, 0.01,sdO, 36105,  281, 5.061
SDSS J010003.06+221704.48,15.01275,22.28458,18.83, 0.01,DC,  9956,  370, 7.637
SDSS J221515.55+222052.66,333.81479,22.34796,18.79, 0.02,DA, 16622,   31, 7.918
SDSS J014341.57+222201.56,25.92321,22.3671,18.84, 0.02,DA, 12487,  127, 8.296
SDSS J123255.11+222209.41,188.22962,22.36928,17.71, 0.01,CV, 11173,  131, 9.940
SDSS J164952.57+222334.12,252.46904,22.39281,18.62, 0.02,DA, 17915,  112, 8.082
SDSS J015429.17+222419.92,28.62154,22.40553,18.52, 0.01,DA, 19955,  150, 8.138
SDSS J075603.77+222630.89,119.01571,22.44191,14.57, 0.01,DAO, 42024,  332, 5.556
SDSS J170957.39+222745.07,257.48913,22.46252,17.23, 0.01,He-sdO,100000,  794, 5.000
SDSS J133021.16+222904.74,202.58817,22.48465,18.72, 0.04,DB, 17456,  113, 7.946
SDSS J015037.50+223259.53,27.65625,22.54987,18.52, 0.01,DA, 39489,  572, 7.476
SDSS J220827.84+223636.90,332.116,22.61025,16.65, 0.02,DB, 12256,   79, 8.000
SDSS J145420.83+223658.18,223.58679,22.61616,17.94, 0.02,DA, 23179,  202, 8.050
SDSS J142248.25+223708.26,215.70104,22.61896,16.4, 0.01,DA, 18720,   77, 7.952
SDSS J081354.18+223713.55,123.47575,22.62043,17.99, 0.02,DAH, 30307,  164,10
SDSS J011023.82+223716.25,17.59925,22.62118,18.97, 0.02,DB, 12459,  101, 8.000
SDSS J142718.20+223851.68,216.82583,22.64769,17.81, 0.02,He-sdB, 39623,  685, 5.720
SDSS J163842.71+224115.65,249.67796,22.68768,18.58, 0.01,DAB, 25767,  382, 5.000
SDSS J141825.85+224132.39,214.60771,22.69233,16.84, 0.02,DB, 17400,   50, 7.976
SDSS J141437.20+224211.02,213.655,22.70306,18.36, 0.02,DABZ:,  8819,   42, 9.990
SDSS J081808.13+224236.72,124.53387,22.7102,18.88, 0.02,DA, 17283,  140, 8.168
SDSS J131242.62+224504.21,198.17758,22.75117,16.92, 0.02,DA, 27267,  102, 8.066
SDSS J144410.87+224539.35,221.04529,22.76093,18.16, 0.01,DA, 18926,  137, 8.628
SDSS J134311.80+224543.85,205.79917,22.76218,18.55, 0.02,DB, 16904,   69, 7.943
SDSS J120521.47+224702.18,181.33946,22.78394,17.74, 0.01,sdO, 49219, 1154, 5.630
SDSS J155241.51+224810.12,238.17296,22.80281,17.74, 0.01,DAB, 24196,  279, 5.000
SDSS J165323.39+224822.54,253.34746,22.80626,16.7, 0.01,sdB, 32308,   62, 5.660
SDSS J134621.23+224836.76,206.58846,22.81021,16.88, 0.01,He-sdB, 38919,  361, 5.000
SDSS J155646.79+225008.70,239.19496,22.83575,17.54, 0.02,DAO, 35443,  324, 5.480
SDSS J153911.62+225022.34,234.79842,22.83954,18.36, 0.02,DAB:, 22972,  251, 5.000
SDSS J015359.10+225236.91,28.49625,22.87692,18.53, 0.02,DA, 11101,   42, 8.805
SDSS J073912.58+225311.58,114.80242,22.88655,15.46, 0.02,sdB, 23807,  112, 5.000
SDSS J081819.52+225349.96,124.58133,22.89721,17.97, 0.01,DAH:, 35245,  246, 7.350
SDSS J140819.66+225426.78,212.08192,22.90744,17.2, 0.02,DA, 22001,  106, 8.031
SDSS J013830.83+225445.43,24.62846,22.91262,18.33, 0.02,DA,  8518,   21, 8.204
SDSS J140248.81+225538.96,210.70337,22.92749,17.85, 0.02,DAB/sdB, 34711,  430, 5.480
SDSS J073701.46+225637.79,114.25608,22.94383,16.53, 0.02,sdB, 29569,   95, 5.388
SDSS J141542.89+225644.95,213.92871,22.94582,16.26, 0.02,DA, 24258,  100, 7.880
SDSS J151733.34+225908.09,229.38892,22.98558,16.21, 0.02,sdB, 29647,   70, 5.500
SDSS J074144.38+230041.00,115.43492,23.01139,18.96, 0.01,DA, 18707,   35, 8.433
SDSS J081002.56+230046.32,122.51067,23.01287,17.44, 0.01,DA, 31344,   80, 8.140
SDSS J020146.00+230232.82,30.44167,23.04245,18.62, 0.02,DA, 21950,  167, 8.737
SDSS J142525.77+230245.35,216.35737,23.04593,18.8, 0.02,DABZ, 12183,  306, 8.490
SDSS J170732.24+230718.77,256.88433,23.12188,18.61, 0.02,DA, 25054,  182, 8.073
SDSS J015331.28+230801.79,28.38033,23.13383,18.89, 0.02,DB+M, 12432,  211, 8.208
SDSS J081544.25+230904.75,123.93438,23.15132,17.8, 0.02,A/DA, 21915,  330, 5.704
SDSS J012959.98+231211.09,22.49992,23.20308,18.84, 0.01,DA, 46242,  798, 8.157
SDSS J131925.47+231303.94,199.85612,23.21776,18.21, 0.02,DA, 44871,  701, 7.903
SDSS J151419.27+231346.13,228.58029,23.22948,17.09, 0.01,DA, 18201,   27, 9.390
SDSS J132909.67+231454.35,202.29029,23.24843,18.72, 0.02,DBA, 21100,  289, 7.980
SDSS J151354.27+231622.69,228.47612,23.27297,18.72, 0.01,DA, 17925,  159, 7.998
SDSS J161437.93+231705.82,243.65804,23.28495,17.04, 0.01,DBA, 11729,   54, 8.000
SDSS J165558.08+231734.26,253.992,23.29285,18.39, 0.01,DA,  7619,   31, 5.581
SDSS J075649.91+231736.49,119.20796,23.29347,18.79, 0.02,DAB, 22581,  314, 5.000
SDSS J014519.69+231752.69,26.33204,23.29797,17.25, 0.02,DQ,  7500,   12, 8.000
SDSS J150938.89+231859.18,227.41204,23.31644,18.84, 0.02,DA, 19934,  207, 8.046
SDSS J154943.01+231916.68,237.42921,23.3213,16.75, 0.01,DA, 30680,   67, 8.108
SDSS J092447.11+231917.65,141.19629,23.32157,15.57, 0.01,sdB, 29371,  154, 5.480
SDSS J170910.38+231933.47,257.29325,23.32596,17.28, 0.00,DC,  8525,  500, 6.500
SDSS J163932.16+232248.83,249.884,23.38023,17.05, 0.01,B/sdB, 25606,  223, 5.506
SDSS J154242.39+232439.60,235.67663,23.411,18.34, 0.02,DA, 16144,  110, 8.146
SDSS J141649.53+232533.17,214.20638,23.42588,18.49, 0.02,DA, 19537,  143, 8.011
SDSS J153239.76+232732.33,233.16567,23.45898,17.46, 0.01,DAB:, 23651,  222, 5.000
SDSS J092709.57+232756.74,141.78987,23.46576,18.86, 0.02,DA, 25656,  234, 8.134
SDSS J074224.66+232804.08,115.60275,23.4678,18.9, 0.02,DAH, 17709,  149, 9.280
SDSS J013025.42+232805.48,22.60592,23.46819,17.71, 0.02,DB, 16879,    4, 8.122
SDSS J170630.80+232813.48,256.62833,23.47041,18.53, 0.01,DAZ, 95818, 4008, 7.780
SDSS J170857.17+232858.15,257.23821,23.48282,18.78, 0.02,DAH, 19444,  210, 8.260
SDSS J121006.14+233003.06,182.52558,23.50085,17.88, 0.03,DAH:, 17195,  135, 8.000
SDSS J120145.67+233048.02,180.44029,23.51334,18.77, 0.02,DA, 26573,  224, 7.973
SDSS J130153.12+233106.13,195.47133,23.51837,18.75, 0.02,DBA, 15519,   83, 8.014
SDSS J132526.74+233225.19,201.36142,23.54033,17.55, 0.02,DAO, 33355,  243, 5.550
SDSS J141255.83+233232.78,213.23263,23.54244,18.63, 0.01,DA, 18272,  196, 7.922
SDSS J163911.72+233313.07,249.79883,23.55363,16.31, 0.01,DAB, 32664,  148, 5.940
SDSS J082316.33+233317.70,125.81804,23.55492,17.59, 0.00,DBA, 20700,  500, 8.062
SDSS J152727.08+233351.25,231.86283,23.56424,17.11, 0.00,DB, 16134,   50, 7.958
SDSS J154634.50+233438.03,236.64375,23.57723,17.79, 0.01,DA, 16673,   19, 7.976
SDSS J162225.22+233804.45,245.60508,23.63457,15.96, 0.01,He-sdB, 39623,  374, 5.570
SDSS J164054.54+233912.28,250.22725,23.65341,18.65, 0.01,DA, 14934,  311, 8.537
SDSS J163310.21+233949.18,248.29254,23.66366,17.47, 0.01,DAB, 33071,  217, 5.600
SDSS J014523.66+234239.31,26.34858,23.71092,18.53, 0.02,DA, 31583,  151, 8.657
SDSS J151314.24+234248.85,228.30933,23.71357,16.88, 0.02,sdB, 29630,  157, 5.540
SDSS J013250.66+234308.54,23.21108,23.71904,18.17, 0.01,DA, 18882,  102, 8.016
SDSS J154026.51+234334.72,235.11046,23.72631,16.46, 0.01,DA, 17236,   48, 8.540
SDSS J080259.46+234401.90,120.74775,23.73386,18, 0.01,DAH:, 17573,   98, 7.940
SDSS J143953.61+234453.48,219.97338,23.74819,16.83, 0.01,DA, 24741,   97, 8.258
SDSS J164451.28+234632.23,251.21367,23.77562,17.07, 0.01,DA, 19466,   90, 8.233
SDSS J015041.79+234723.06,27.67413,23.78974,17.85, 0.01,DA, 16132,   58, 8.090
SDSS J164542.89+234830.35,251.42871,23.80843,18.85, 0.01,DA, 23938,  284, 7.997
SDSS J144826.13+234904.12,222.10888,23.81781,18.63, 0.02,DA, 14996,  169, 8.434
SDSS J060648.60+234921.97,91.7025,23.82277,17.73, 0.01,DAZ,  8217,   24, 5.302
SDSS J145350.14+234928.67,223.45892,23.82463,18.3, 0.02,DA, 20288,  161, 8.014
SDSS J020127.21+234952.72,30.36338,23.83131,16.67, 0.01,DO, 70000,10000, 7.750
SDSS J152035.38+235036.96,230.14742,23.8436,17.95, 0.02,DA, 26320,  108, 8.027
SDSS J143149.25+235100.11,217.95521,23.85003,17.72, 0.02,DB, 22173,  285, 7.763
SDSS J014729.02+235141.11,26.87092,23.86142,17.85, 0.02,DA, 19188,  106, 7.979
SDSS J081715.40+235141.54,124.31417,23.86154,18.8, 0.01,sdB:, 30854,  271, 5.716
SDSS J120352.22+235343.33,180.96758,23.89537,16.75, 0.02,sdO, 43788,  647, 5.530
SDSS J074541.02+235345.56,116.42092,23.89599,17.21, 0.02,DAO/sdO, 35493,  275, 5.580
SDSS J141604.47+235404.28,214.01862,23.90119,17.29, 0.02,DAH:, 17803,  113, 8.200
SDSS J145650.03+235458.39,224.20846,23.91622,17.29, 0.01,DA, 19663,   97, 7.885
SDSS J015715.19+235514.05,29.31329,23.92057,18.53, 0.02,DA, 20152,  183, 8.081
SDSS J133313.73+235721.96,203.30721,23.9561,18.76, 0.02,DQ,  8009,   41, 8.000
SDSS J075733.12+235827.98,119.388,23.97444,18.68, 0.01,He-sdB, 37416,  611, 5.590
SDSS J180635.71+235908.40,271.64879,23.98567,17.93, 0.01,He-sdO, 49934,  270, 6.507
SDSS J165920.96+235959.78,254.83733,23.99994,18.31, 0.01,DAO, 96367, 3869, 7.720
SDSS J014934.48+240046.76,27.39367,24.01299,15.99, 0.01,DAZ,  6559,   12, 5.890
SDSS J141106.09+240208.59,212.77537,24.03572,17.52, 0.02,DA, 20759,  109, 8.053
SDSS J170116.02+240351.62,255.31675,24.06434,17.65, 0.01,sdB, 30713,  206, 5.480
SDSS J125955.17+240541.71,194.97987,24.09492,18.65, 0.02,DB, 11347,   99, 8.000
SDSS J080148.72+240557.88,120.453,24.09941,18.81, 0.01,DAZ:, 29459,  270, 7.082
SDSS J125806.38+240604.64,194.52658,24.10129,18.92, 0.02,sdO, 37978, 1141, 5.325
SDSS J155919.11+240721.97,239.82962,24.12277,17.28, 0.02,DAO/sdO,100000, 9000, 7.220
SDSS J131930.11+241020.46,199.87546,24.17235,17.88, 0.02,DA, 19657,  131, 8.043
SDSS J141745.42+241222.62,214.43925,24.20628,18.63, 0.01,DQ,  8822,   45, 8.000
SDSS J140542.26+241243.20,211.42608,24.212,18.03, 0.02,DA, 19989,  126, 8.069
SDSS J093537.57+241708.70,143.90654,24.28575,18.22, 0.01,DQ,  8698,   19, 8.000
SDSS J170256.38+241757.91,255.73492,24.29942,18.81, 0.02,sdB, 26880,  459, 5.010
SDSS J074752.40+241814.17,116.96833,24.30394,18.96, 0.01,DA, 19878,  170, 7.971
SDSS J015217.94+241850.65,28.07475,24.31407,17.03, 0.02,DZ,  7305,    6, 8.000
SDSS J015155.22+242148.53,27.98008,24.36348,18.44, 0.02,DA,  9636,   24, 8.322
SDSS J104652.44+242438.69,161.7185,24.41075,18.03, 0.01,DZ,  6765, 1000, 8.000
SDSS J140803.08+242549.37,212.01283,24.43038,17.41, 0.02,He-sdB, 46667,   43, 7.000
SDSS J013808.71+243013.32,24.53629,24.5037,15.05, 0.00,He-sdB, 37178, 1000, 6.500
SDSS J152041.16+243019.48,230.1715,24.50541,17.93, 0.02,DAB, 73900, 2601, 7.800
SDSS J170645.57+243208.59,256.68987,24.53572,17.55, 0.02,A/sdB, 32579,  232, 5.580
SDSS J074747.06+243802.10,116.94608,24.63392,18.05, 0.01,DA, 19618,  100, 7.991
SDSS J141959.74+244041.88,214.99892,24.6783,18.45, 0.02,DA, 19735,  174, 8.061
SDSS J170810.98+244341.45,257.04575,24.72818,18.2, 0.01,He-sdB, 34759,  599, 5.070
SDSS J073935.14+244505.27,114.89642,24.75146,17.29, 0.01,DB, 23000, 1500, 7.830
SDSS J152116.07+245016.33,230.31696,24.83787,17.04, 0.02,DA+M2, 37424,  314, 7.980
SDSS J143401.72+245017.12,218.50717,24.83809,18.76, 0.02,DA, 11101,   16, 9.101
SDSS J154855.07+245113.03,237.22946,24.85362,16.64, 0.02,DAH, 23954,  148,10
SDSS J081531.20+245222.62,123.88,24.87295,16.09, 0.02,A/DAZ, 33180,  109, 5.000
SDSS J170534.62+245326.99,256.39425,24.89083,16.59, 0.01,He-sdB, 34711,  239, 5.620
SDSS J013224.03+245612.52,23.10012,24.93681,16.84, 0.02,DBA, 16560,   72, 8.308
SDSS J165355.55+245635.38,253.48146,24.94316,18.29, 0.02,He-sdB, 36681,  481, 5.000
SDSS J164858.78+245801.78,252.24492,24.96716,15.87, 0.02,DAZ, 25886,  199, 5.680
SDSS J153925.64+250023.94,234.85683,25.00665,16.67, 0.02,DA, 19277,   73, 8.191
SDSS J143012.51+250437.52,217.55212,25.07709,18.9, 0.02,DA+M5, 26801,  481, 7.830
SDSS J154209.98+250719.88,235.54158,25.12219,17.96, 0.02,DA, 15363,   90, 7.984
SDSS J134947.70+250810.93,207.44875,25.13637,15.62, 0.02,sdB, 30198,  181, 5.590
SDSS J135720.63+250913.28,209.33596,25.15369,18.76, 0.03,DA, 16438,  165, 8.105
SDSS J130323.67+251007.93,195.84862,25.16887,16.16, 0.01,DA, 17314,  170, 7.595
SDSS J152116.00+251437.46,230.31667,25.24374,17.64, 0.02,PG1159,140000,15000, 6.000
SDSS J163644.53+251644.90,249.18554,25.27914,17.46, 0.02,sdB, 31462,  170, 5.593
SDSS J080119.57+252313.09,120.33154,25.38697,18.8, 0.01,He-sdO, 44327, 1403, 5.030
SDSS J154134.50+252329.98,235.39375,25.39166,15.65, 0.01,DBA, 11175,   39, 8.000
SDSS J172131.70+252330.84,260.38208,25.3919,18.6, 0.01,DAB, 32041,  204, 8.300
SDSS J153627.23+252539.29,234.11346,25.42758,18.13, 0.02,He-sdB, 37168,  439, 5.560
SDSS J074553.10+252540.48,116.47125,25.42791,18.44, 0.02,DA+M2, 36154,  414, 7.860
SDSS J151221.03+252712.78,228.08763,25.45355,18.68, 0.01,DC:, 10996, 1000, 6.500
SDSS J165010.50+253022.54,252.54375,25.50626,18.87, 0.02,DA, 25786,  307, 8.006
SDSS J082019.50+253035.15,125.08125,25.50976,17.52, 0.00,DBAZ, 14911,    4, 8.224
SDSS J120829.97+253044.57,182.12488,25.51238,18.38, 0.01,He-sdB, 37668, 1098, 5.490
SDSS J135451.44+253047.92,208.71433,25.51331,17.08, 0.02,DA, 29470,   84, 8.102
SDSS J152204.97+253500.71,230.52071,25.58353,17.51, 0.01,DC, 10256,  154, 8.000
SDSS J152736.66+253502.80,231.90275,25.58411,15.55, 0.03,DA, 24191,   49, 8.418
SDSS J135425.59+253508.59,208.60663,25.58572,17.21, 0.03,DA, 23546,  126, 8.011
SDSS J142938.19+253706.53,217.40912,25.61848,18.68, 0.01,DA, 19731,  201, 7.372
SDSS J085757.63+254207.62,134.49013,25.70212,18.42, 0.01,DA,  6043,   36, 8.109
SDSS J142907.91+254214.16,217.28296,25.70393,18.61, 0.01,DB, 10830,  153, 8.000
SDSS J160741.26+254220.38,241.92192,25.70566,17, 0.02,B/DAZ, 30711,  104, 5.386
SDSS J155610.40+254640.30,239.04333,25.77786,17.71, 0.01,He-sdO,100000, 9000, 5.000
SDSS J081057.22+254855.83,122.73842,25.81551,17.53, 0.00,DA,  9992,   20, 9.289
SDSS J132419.79+254931.44,201.08246,25.8254,18.32, 0.02,DA, 31386,  152, 8.170
SDSS J135400.47+255010.57,208.50196,25.83627,17.64, 0.01,DAO/sdO, 35795,  534, 5.410
SDSS J151546.68+255046.68,228.9445,25.8463,18.45, 0.02,DAB, 32664,  275, 5.910
SDSS J004638.30+255131.39,11.65958,25.85872,17.39, 0.01,DAZ,  7989,   18, 5.000
SDSS J154606.04+255543.69,236.52517,25.9288,18.69, 0.01,DB, 13089,   81, 8.000
SDSS J082639.30+260040.66,126.66375,26.01129,16.83, 0.00,DA, 18487,   60, 7.978
SDSS J170057.08+260359.80,255.23783,26.06661,18.38, 0.01,DA, 19824,  138, 8.096
SDSS J170155.41+260403.32,255.48087,26.06759,18.5, 0.02,DAO/sdO, 34544,  545, 5.380
SDSS J141402.27+260448.73,213.50946,26.0802,18.25, 0.01,DC,  8800, 1000, 8.000
SDSS J141402.26+260448.97,213.50942,26.08027,18.25, 0.01,DC,  9289,  240, 7.268
SDSS J132840.62+260458.10,202.16925,26.08281,18.37, 0.01,DB, 10906,  108, 8.000
SDSS J140134.59+260642.34,210.39413,26.11176,18.45, 0.02,DA, 20561,  172, 7.938
SDSS J163520.15+260852.94,248.83396,26.14804,17.9, 0.01,DBA:, 15267,   69, 8.112
SDSS J133554.31+260949.82,203.97629,26.16384,18.2, 0.02,DA, 31497,  148, 7.399
SDSS J135807.96+261215.59,209.53317,26.20433,17.65, 0.02,sdB:, 34064,  207, 5.632
SDSS J153139.54+261242.84,232.91475,26.2119,18.84, 0.02,DA, 26820,  169, 8.011
SDSS J142248.43+261503.29,215.70179,26.25091,18.65, 0.01,DC,  8965, 1000, 6.500
SDSS J165148.75+261531.00,252.95312,26.25861,17.27, 0.01,DA, 49934,  594, 8.221
SDSS J154603.76+261643.68,236.51567,26.2788,17.49, 0.02,DA, 18403,   85, 8.553
SDSS J151913.31+261720.62,229.80546,26.28906,15.76, 0.02,DAZ, 31441,  157, 5.470
SDSS J163435.33+262101.73,248.64721,26.35048,16.77, 0.01,DAO/sdO, 39685,  375, 5.000
SDSS J163841.63+262336.49,249.67346,26.39347,18.66, 0.02,DB, 11456,   91, 8.000
SDSS J164947.18+262409.50,252.44658,26.40264,17.14, 0.02,DA, 46542,  302, 8.127
SDSS J144331.19+262424.08,220.87996,26.40669,18.84, 0.02,DAH:, 16623,  170, 7.980
SDSS J152038.15+262501.09,230.15896,26.41697,18.28, 0.02,DA, 17519,  115, 8.065
SDSS J135539.46+262928.00,208.91442,26.49111,18.31, 0.02,DA, 37406,  285, 7.944
SDSS J133952.62+262958.20,204.96925,26.4995,18.74, 0.02,DA, 17220,  126, 8.037
SDSS J164936.08+263016.70,252.40033,26.50464,18.41, 0.01,DA, 20338,  135, 8.160
SDSS J073727.33+263158.37,114.36387,26.53288,18.6, 0.02,DA, 97825, 4328, 8.448
SDSS J163230.56+263354.18,248.12733,26.56505,18.83, 0.02,DAO/sdO, 99018, 2723, 7.870
SDSS J164634.49+263752.32,251.64371,26.6312,15.96, 0.02,He-sdB, 40000, 5000, 6.500
SDSS J174442.35+263829.95,266.17646,26.64165,17.69, 0.01,He-sdB, 32069, 1000, 6.500
SDSS J080505.04+263945.86,121.271,26.66274,18.82, 0.02,DA, 20619,  200, 8.032
SDSS J164755.15+264032.92,251.97979,26.67581,15.55, 0.02,sdB,  7094,   33, 5.000
SDSS J120805.34+264036.23,182.02225,26.67673,18.52, 0.02,DA, 16844,  167, 8.034
SDSS J080830.78+264054.74,122.12825,26.68187,18.4, 0.01,DB, 17700,  200, 8.000
SDSS J135627.84+264110.79,209.116,26.68633,17, 0.02,A/DAZ, 28458,  209, 5.000
SDSS J163446.41+264146.61,248.69338,26.69628,17.2, 0.01,DAB, 31441,  333, 5.390
SDSS J163456.60+264216.74,248.73583,26.70465,16.36, 0.01,B/sdB, 29388,  171, 5.730
SDSS J133905.98+264322.91,204.77492,26.72303,18.98, 0.02,DZ,  6443,   18, 8.000
SDSS J171401.32+264455.82,258.5055,26.74884,18.8, 0.02,DA, 17793,  190, 7.934
SDSS J101151.06+264745.94,152.96275,26.79609,18.26, 0.01,DA,  5390, 1000, 8.000
SDSS J163458.47+264920.64,248.74363,26.8224,16.98, 0.01,DAB, 21932,  172, 5.000
SDSS J153006.10+264923.91,232.52542,26.82331,18.03, 0.01,DBA, 16010,   50, 8.002
SDSS J163834.69+265110.22,249.64454,26.85284,16.8, 0.01,DAO, 33690,  180, 5.520
SDSS J161624.36+265314.75,244.1015,26.88743,15.68, 0.02,He-sdB, 45818,   42, 7.000
SDSS J074206.21+265355.14,115.52587,26.89865,18.41, 0.01,DA, 23112,  188, 8.191
SDSS J155843.17+265424.16,239.67988,26.90671,17.99, 0.02,DAZ,  7885,   93, 5.478
SDSS J163356.54+265538.14,248.48558,26.92726,17.11, 0.01,DAO, 31838,  161, 5.000
SDSS J073511.20+265708.35,113.79667,26.95232,17.22, 0.01,DA, 34923,  126, 7.993
SDSS J215400.18+265748.45,328.50075,26.96346,18.7, 0.01,DA,  6269,   41, 7.701
SDSS J122021.63+270007.84,185.09013,27.00218,18.93, 0.01,DQ,  5894,  100, 8.000
SDSS J164413.67+270120.94,251.05696,27.02248,17.4, 0.01,DA, 23821,  114, 7.890
SDSS J165816.53+270132.12,254.56887,27.02559,16.06, 0.01,A/DAZ, 33530,   92, 5.615
SDSS J073220.14+270408.54,113.08392,27.06904,16.39, 0.01,sdO, 45818,   42, 7.000
SDSS J165325.99+270448.47,253.35829,27.08013,18.63, 0.02,DAB, 26415,  609, 5.020
SDSS J134305.30+270623.97,205.77208,27.10666,18.92, 0.01,DC,  8819, 1000, 9.000
SDSS J161221.18+270945.04,243.08825,27.16251,16.04, 0.02,sdO, 36026,  155, 5.000
SDSS J160836.24+271132.06,242.151,27.19224,16.23, 0.00,DBA, 18090,   45, 8.020
SDSS J152931.07+271456.54,232.37946,27.24904,18.72, 0.02,DA, 27023,  259, 7.860
SDSS J075251.39+271513.64,118.21412,27.25379,16.69, 0.01,DA, 24387,   96, 7.856
SDSS J171703.15+271637.02,259.26313,27.27695,16.71, 0.02,He-sdB, 45818,  125, 7.000
SDSS J082847.57+271818.83,127.19821,27.30523,18.92, 0.01,DA, 16982,  171, 8.076
SDSS J073330.80+271959.99,113.37833,27.33333,18.72, 0.01,DA, 15265,  136, 8.087
