#name,ra,dec,gmag,gmag_error,spect_type,t_eff,t_eff_error,log_g
SDSS J155552.40+172920.04,238.96833,17.4889,17.53, 0.01,DA, 36457,  189, 8.070
SDSS J114316.65+173148.07,175.81938,17.53002,18.13, 0.02,DA, 15482,  253, 8.779
SDSS J090250.50+173149.30,135.71042,17.53036,18.1, 0.01,DA, 20653,  114, 8.142
SDSS J101351.45+173323.08,153.46437,17.55641,18.99, 0.01,DC, 11575, 1000, 6.500
SDSS J162919.01+173428.16,247.32921,17.57449,18.59, 0.01,DA, 21592,  145, 8.214
SDSS J112059.67+173519.75,170.24863,17.58882,17.07, 0.02,DA, 17518,   29, 8.084
SDSS J165615.33+173558.67,254.06387,17.59963,18.26, 0.01,A/DAZ, 31879,  222, 5.610
SDSS J112309.26+173825.15,170.78858,17.64032,18, 0.02,DA, 27610,  164, 7.932
SDSS J133417.10+173850.78,203.57125,17.64744,18.69, 0.02,A/sdB, 31972,  380, 5.663
SDSS J141238.79+173855.28,213.16162,17.64869,18.64, 0.02,DA, 21904,  225, 7.816
SDSS J082134.95+173919.40,125.39562,17.65539,18.8, 0.01,DO, 65000,10000, 7.500
SDSS J112441.69+173956.74,171.17371,17.66576,18.97, 0.02,DA, 19110,  176, 8.053
SDSS J090726.02+174135.88,136.85842,17.6933,17.95, 0.02,DA, 24719,  175, 8.329
SDSS J122444.73+174145.85,186.18637,17.69607,18.81, 0.02,DBA, 14800,  110, 8.174
SDSS J110136.86+174155.90,165.40358,17.69886,16.7, 0.03,DA, 19252,   52, 8.692
SDSS J143145.39+174228.87,217.93912,17.70802,16.95, 0.02,DAB:, 23740,  201, 5.000
SDSS J162515.12+174240.13,246.313,17.71115,15.78, 0.00,A/DAZ, 31996,  800, 5.596
SDSS J165052.52+174636.59,252.71883,17.77683,18.58, 0.01,DBA, 15151,   80, 8.248
SDSS J132029.02+174756.18,200.12092,17.79894,18.88, 0.03,DB, 15098,   99, 7.979
SDSS J085302.05+174843.04,133.25854,17.81196,17.22, 0.00,DA, 70337, 1420, 8.039
SDSS J105300.24+174932.92,163.251,17.82581,16.56, 0.02,PG1159,100000, 9900, 7.000
SDSS J160658.48+175014.21,241.74367,17.83728,18.56, 0.02,DA, 16866,  165, 7.903
SDSS J124552.81+175112.10,191.47004,17.85336,17.71, 0.02,He-sdB, 46667,   43, 7.000
SDSS J140454.20+175147.09,211.22583,17.86308,17.06, 0.01,DA, 17716,   76, 8.049
SDSS J122638.84+175201.45,186.66183,17.86707,17.4, 0.02,DA, 22102,  128, 8.090
SDSS J074311.61+175207.75,115.79837,17.86882,18.88, 0.01,DA, 15881,  149, 8.036
SDSS J163212.26+175318.31,248.05108,17.88842,15.78, 0.02,A/DAZ, 35974,  154, 5.420
SDSS J105842.58+175331.52,164.67742,17.89209,17.68, 0.03,DA, 22619,  140, 8.058
SDSS J163602.15+175401.69,249.00896,17.90047,16.66, 0.01,He-sdO, 48462,   47, 7.000
SDSS J101207.54+175418.54,153.03142,17.90515,18.54, 0.02,DA, 16981,  144, 8.069
SDSS J154955.84+175600.74,237.48267,17.93354,15.9, 0.02,DA, 18393,   54, 8.017
SDSS J140458.60+175804.40,211.24417,17.96789,18.97, 0.02,DBA, 12235,  106, 8.000
SDSS J145930.70+175846.09,224.87792,17.97947,18.83, 0.01,B/DA, 29095,  296, 5.928
SDSS J010952.81+180000.21,17.47004,18.00006,18.68, 0.01,DA-He, 12750, 1000, 9.500
SDSS J133620.23+180031.72,204.08429,18.00881,18.65, 0.03,A/sdB, 29916,  305, 5.348
SDSS J104312.02+180038.77,160.80008,18.01077,16.22, 0.02,He-sdO, 47518,   13, 6.877
SDSS J113213.74+180141.56,173.05725,18.02821,18.73, 0.02,DA, 22474,  222, 8.018
SDSS J103611.53+181453.20,159.04804,18.24811,18.26, 0.01,DBA, 13000,   76, 8.000
SDSS J080833.77+180221.84,122.14071,18.0394,16.39, 0.02,He-sdO, 50000,  446, 7.000
SDSS J110604.52+180231.27,166.51883,18.04202,17.51, 0.03,DA, 13889,  113, 9.110
SDSS J163027.20+180233.22,247.61333,18.04256,18.12, 0.02,He-sdO, 49509,  292, 7.000
SDSS J152046.67+180300.76,230.19446,18.05021,16.87, 0.01,PG1159, 45818,   42, 7.000
SDSS J143245.54+180348.53,218.18975,18.06348,18.61, 0.03,DA, 18177,  162, 8.010
SDSS J121002.57+180535.16,182.51071,18.0931,18.04, 0.02,DAB, 12737,  212, 8.940
SDSS J101402.78+180615.44,153.51158,18.10429,18.03, 0.02,DA, 20134,  155, 8.180
SDSS J120254.17+180639.42,180.72571,18.11095,16.93, 0.02,sdB, 32391,  187, 5.601
SDSS J095449.30+181454.78,148.70542,18.24855,18.49, 0.02,DBAZ, 13670,  165, 8.690
SDSS J011324.00+180845.46,18.35,18.14596,18.58, 0.03,DAO:, 10300,  187, 9.300
SDSS J100756.04+180848.70,151.9835,18.14686,18.05, 0.03,DA, 20379,  147, 7.958
SDSS J111526.89+180915.23,168.86204,18.15423,18.51, 0.04,DA,  7882,  215, 5.799
SDSS J110614.30+180918.54,166.55958,18.15515,17.23, 0.03,DAB:, 29911,  160, 5.620
SDSS J104242.85+181025.07,160.67854,18.17363,18.27, 0.02,He-sdO, 50000,   50, 7.000
SDSS J165337.76+181322.26,253.40733,18.22285,18.87, 0.01,DA, 20036,  188, 8.398
SDSS J162621.56+181439.98,246.58983,18.24444,18.04, 0.02,DB, 14129,   50, 8.247
SDSS J123700.66+181456.56,189.25275,18.24904,16.79, 0.00,DC, 10064, 1000, 9.000
SDSS J123227.35+181653.83,188.11396,18.28162,18.54, 0.03,DA:, 96395, 6822, 6.998
SDSS J125738.33+181724.07,194.40971,18.29002,17.58, 0.02,He-sdB, 46667,   43, 7.000
SDSS J152458.80+181940.51,231.245,18.32792,18.06, 0.02,DAO, 38562,  384, 5.000
SDSS J153701.00+182024.36,234.25417,18.3401,17.5, 0.02,He-sdB, 45818,   42, 7.000
SDSS J152938.71+182208.29,232.41129,18.36897,18.32, 0.01,DC, 12258, 1000, 9.000
SDSS J152938.72+182208.66,232.41133,18.36907,18.32, 0.01,DC,  9200, 1000, 8.000
SDSS J165446.27+182224.56,253.69279,18.37349,18.4, 0.02,DAB, 32453,  230, 5.970
SDSS J091730.75+182309.74,139.37813,18.38604,17.95, 0.02,DA, 93856, 2658, 8.341
SDSS J140441.32+182437.58,211.17217,18.41044,18.49, 0.02,DBA, 12761,   80, 8.000
SDSS J163348.78+182448.82,248.45325,18.41356,17.25, 0.01,DA, 33260,  114, 7.873
SDSS J155454.05+182614.96,238.72521,18.43749,18.4, 0.01,DAZ, 37809,  681, 5.060
SDSS J095058.05+182618.46,147.74187,18.43846,15.87, 0.02,sdO, 35000,  146, 5.810
SDSS J163453.38+182758.90,248.72242,18.46636,18.84, 0.01,DA, 14640,  169, 8.125
SDSS J015235.11+223122.87,28.14629,22.52302,18.13, 0.01,sdB, 38182,  607, 5.450
SDSS J101422.92+182849.08,153.5955,18.4803,17.99, 0.02,A/DAZ, 32579,  253, 5.600
SDSS J161959.88+182921.37,244.9995,18.48927,18.98, 0.01,DC,  8244,  500, 6.500
SDSS J141540.14+183004.79,213.91725,18.50133,18.29, 0.02,DA, 28179,  146, 7.622
SDSS J163127.87+183012.10,247.86613,18.50336,18.57, 0.02,DA, 26323,  141, 8.037
SDSS J140944.65+183042.26,212.43604,18.51174,18.23, 0.02,DAB:, 21818,  510, 5.050
SDSS J123058.93+183110.92,187.74554,18.5197,18.23, 0.02,DA, 19596,  141, 7.980
SDSS J010810.17+183120.46,17.04237,18.52235,18.07, 0.02,DA, 23261,  185, 7.956
SDSS J105538.27+183413.22,163.90946,18.57034,16.25, 0.02,DA, 20220,   65, 8.232
SDSS J011210.25+183503.84,18.04271,18.5844,17.31, 0.02,DA,  9652,   13, 5.759
SDSS J112140.20+183613.72,170.4175,18.60381,18.32, 0.02,DAB:, 30072,  287, 5.520
SDSS J082110.89+183924.16,125.29538,18.65671,17.85, 0.02,sdO, 34193,  394, 5.420
SDSS J113325.69+183934.74,173.35704,18.65965,17.57, 0.03,DA, 10910,   31, 8.741
SDSS J163310.02+184011.78,248.29175,18.66994,18.28, 0.01,DZ, 10776,   37, 8.000
SDSS J162216.02+184019.45,245.56675,18.67207,18.81, 0.02,DAH:, 23269,  355, 8.050
SDSS J082250.33+184102.90,125.70971,18.68414,18.61, 0.01,DA, 21891,  177, 8.115
SDSS J154952.54+184215.01,237.46892,18.70417,17.4, 0.02,DA, 18993,  113, 8.002
SDSS J075732.18+184329.28,119.38408,18.7248,18.29, 0.01,PG1159-O(He), 80000,20000, 5.000
SDSS J155904.44+184534.45,239.7685,18.75957,17.5, 0.02,DAO/sdO, 34592,  712, 5.280
SDSS J113104.23+184558.82,172.76763,18.76634,18.79, 0.02,DQ,  7790,   19, 8.000
SDSS J162904.19+184639.76,247.26746,18.77771,18.05, 0.02,He-sdO, 50000,   50, 7.000
SDSS J101727.85+184705.96,154.36604,18.78499,17.55, 0.02,DBA, 14384,   75, 8.307
SDSS J145437.97+184725.51,223.65821,18.79042,16.69, 0.02,DA, 17760,   60, 8.102
SDSS J155406.10+184833.26,238.52542,18.80924,18.95, 0.02,DA, 21013,  252, 8.049
SDSS J115552.00+184914.66,178.96667,18.82074,18.12, 0.04,DA, 25445,  168, 8.046
SDSS J135836.89+184922.84,209.65371,18.82301,17.25, 0.08,A/DAZ, 32583,  165, 5.660
SDSS J080812.74+185421.04,122.05308,18.90584,18.23, 0.01,DA,  6154,  154, 8.126
SDSS J114142.63+185432.47,175.42763,18.90902,17.81, 0.03,DA:,  6753,   33, 9.206
SDSS J161432.10+185458.75,243.63375,18.91632,17.32, 0.01,DA, 26408,  134, 8.191
SDSS J115737.93+185503.58,179.40804,18.91766,16.58, 0.03,DA, 23256,   92, 8.346
SDSS J075819.23+185706.34,119.58012,18.95176,17.07, 0.01,DA, 28322,   78, 8.075
SDSS J143005.60+185806.53,217.52333,18.96848,18.78, 0.02,DA, 21238,  276, 7.801
SDSS J094023.58+185837.24,145.09825,18.97701,18.54, 0.02,DB, 13660,   58, 8.000
SDSS J011341.04+190020.52,18.421,19.0057,18.27, 0.03,DB, 14162,   98, 8.549
SDSS J082405.55+190106.74,126.02312,19.01854,18.87, 0.02,DA, 17347,  168, 7.611
SDSS J101700.39+190110.13,154.25162,19.01948,17.78, 0.02,DA, 88294, 2881, 7.924
SDSS J164631.42+190312.35,251.63092,19.05343,18.29, 0.01,DAB, 21724,  403, 5.450
SDSS J154438.34+190339.17,236.15975,19.06088,18.2, 0.02,DA, 21936,  124, 7.893
SDSS J155921.08+190407.86,239.83783,19.06885,16.4, 0.02,DBA, 21264,  500, 7.927
SDSS J151949.00+190504.60,229.95417,19.08461,18.66, 0.01,DA, 16707,  147, 8.090
SDSS J163757.58+190526.02,249.48992,19.09056,18.64, 0.01,DBA, 42532,  754, 8.780
SDSS J142433.95+190634.78,216.14146,19.10966,17.79, 0.02,DA, 16053,   72, 7.923
SDSS J163618.12+190725.03,249.0755,19.12362,18.98, 0.02,DA, 31291,  187, 8.050
SDSS J133905.54+190814.68,204.77308,19.13741,16.94, 0.01,sdO, 34054,  115, 5.000
SDSS J162844.43+191059.15,247.18512,19.1831,18.39, 0.01,DB, 19973,  100, 7.901
SDSS J091512.06+191114.60,138.80025,19.18739,18.78, 0.02,He-sdB, 37113,  820, 5.090
SDSS J144634.32+191202.81,221.643,19.20078,17.72, 0.02,DAZ:, 31899,  162, 5.000
SDSS J091316.83+191345.16,138.32012,19.22921,19, 0.01,DC,  8775, 1000, 6.590
SDSS J152036.95+191353.69,230.15396,19.23158,18.94, 0.02,DA, 13902,  199, 8.588
SDSS J091016.34+191531.57,137.56808,19.25877,18.48, 0.02,DA, 17103,  132, 8.570
SDSS J081017.92+191749.09,122.57467,19.29697,16.98, 0.02,DAO, 34100,  300, 5.530
SDSS J083612.03+191755.90,129.05013,19.29886,15.6, 0.02,sdO, 35319,  248, 5.660
SDSS J081040.75+191811.95,122.66979,19.30332,18.65, 0.01,DBA, 22140,  508, 7.953
SDSS J083109.11+191836.00,127.78796,19.31,18.86, 0.02,DA, 17870,  175, 7.938
SDSS J153426.47+191838.52,233.61029,19.3107,18.41, 0.02,B/sdB, 29231,  250, 5.149
SDSS J115143.45+192203.32,177.93104,19.36759,18.93, 0.02,DA, 19361,  164, 8.028
SDSS J112717.60+192217.00,171.82333,19.37139,17.28, 0.03,DA, 30058,   76, 7.957
SDSS J155846.44+192219.16,239.6935,19.37199,16.51, 0.01,sdO, 44133,  502, 5.000
SDSS J163331.49+192330.59,248.38121,19.39183,18.67, 0.02,DA+M3, 28389,  321, 8.010
SDSS J161149.34+192350.60,242.95558,19.39739,15.62, 0.01,sdO, 32727,   85, 5.530
SDSS J103659.54+192655.43,159.24808,19.44873,17.54, 0.02,DA, 84832, 2334, 7.832
SDSS J164636.43+192807.64,251.65179,19.46879,18.99, 0.02,DAH:, 19718,  224, 7.960
SDSS J145935.23+192818.59,224.89679,19.47183,18.43, 0.02,DB, 12078,   83, 8.000
SDSS J142138.24+192839.14,215.40933,19.47754,18.87, 0.02,DA, 16411,  253, 8.139
SDSS J154929.89+193009.68,237.37454,19.50269,17.1, 0.02,DAB/sdB, 23662,  156, 5.000
SDSS J140943.31+193110.92,212.43046,19.5197,17.72, 0.02,DA, 17563,   98, 8.055
SDSS J164010.33+193446.20,250.04304,19.5795,17.06, 0.02,DA, 19866,   79, 7.908
SDSS J080414.52+193607.02,121.0605,19.60195,17.53, 0.01,DA, 24423,   90, 8.489
SDSS J083610.00+193818.60,129.04167,19.6385,17.78, 0.01,DA, 16420,   78, 8.346
SDSS J142438.12+193825.55,216.15883,19.64043,17.55, 0.03,DA, 18338,   87, 8.037
SDSS J075953.17+193931.03,119.97154,19.65862,17.14, 0.01,DA, 20259,   88, 8.065
SDSS J165823.09+252150.18,254.59621,25.36394,16.53, 0.01,DAB, 30732,   75, 5.520
SDSS J165610.85+194202.12,254.04521,19.70059,16.04, 0.01,DA, 15568,   50, 8.205
SDSS J163334.69+194229.70,248.39454,19.70825,16.92, 0.01,DAH, 21603,  111, 9.350
SDSS J124206.06+194305.63,190.52525,19.71823,18.01, 0.04,DB, 16295,   71, 8.017
SDSS J152218.54+194309.26,230.57725,19.71924,18.95, 0.01,DA, 26362,  256, 8.139
SDSS J084028.07+194334.43,130.11696,19.72623,17.54, 0.01,DA, 18630,   85, 8.212
SDSS J164814.79+194520.50,252.06162,19.75569,18.84, 0.01,DB, 17600,  200, 7.863
SDSS J155424.53+194714.24,238.60221,19.78729,17.8, 0.02,DAB, 31818,  181, 5.620
SDSS J102607.58+194807.85,156.53158,19.80218,18.98, 0.02,DZ, 10164,   53, 8.000
SDSS J165058.22+194817.35,252.74258,19.80482,18.31, 0.01,DAH:, 17715,  149, 8.100
SDSS J081957.73+194827.75,124.99054,19.80771,18.87, 0.01,DA,  6000, 1000, 7.755
SDSS J075452.85+194907.00,118.72021,19.81861,18.26, 0.01,DB, 22000,  400, 7.844
SDSS J083747.23+194955.88,129.44679,19.83219,18.58, 0.02,He-sdO, 50000,   99, 7.010
SDSS J074925.15+195039.94,117.35479,19.84443,17.89, 0.01,DB, 20000,  500, 7.949
SDSS J133512.81+195155.80,203.80337,19.8655,17.57, 0.02,sdO, 33871,  273, 5.509
SDSS J152411.97+195215.71,231.04987,19.87103,17.72, 0.02,DB+M, 27797,  100, 7.686
SDSS J104002.57+195305.28,160.01071,19.8848,17.54, 0.03,DA, 25636,  140, 7.979
SDSS J091833.07+195307.87,139.63779,19.88552,16.31, 0.02,DA, 95442, 1598, 7.982
SDSS J143026.15+195346.68,217.60896,19.8963,17.27, 0.02,sdB:, 30723,  163, 5.526
SDSS J091719.14+195438.66,139.32975,19.91074,16.43, 0.02,DA, 33963,   75, 7.981
SDSS J122748.80+195548.32,186.95333,19.93009,18.01, 0.02,DA, 19125,  118, 7.998
SDSS J164741.53+195746.94,251.92304,19.96304,18.65, 0.02,DA, 18052,  142, 7.954
SDSS J155200.90+195751.41,238.00375,19.96428,16.19, 0.03,DC GD 193, 11273,  403, 8.000
SDSS J095711.61+195816.21,149.29837,19.97117,18.99, 0.02,DA, 19030,  254, 7.981
SDSS J075825.99+200040.32,119.60829,20.0112,18.2, 0.01,DA, 20761,  130, 8.093
SDSS J075132.16+200226.77,117.884,20.04077,17.67, 0.02,DBA, 16750,  159, 8.000
SDSS J074148.35+200244.38,115.45146,20.04566,18.45, 0.01,DA, 25314,  242, 8.020
SDSS J110143.01+200354.29,165.42921,20.06508,18.82, 0.02,DA, 20361,  223, 7.476
SDSS J154624.26+200406.10,236.60108,20.06836,18.97, 0.02,DA, 36200,  313, 7.992
SDSS J133631.48+200422.37,204.13117,20.07288,17.08, 0.02,DA, 25242,  131, 7.545
SDSS J141025.48+200422.58,212.60617,20.07294,18.09, 0.02,DA, 20770,  281, 7.947
SDSS J162730.30+203416.93,246.87625,20.57137,17.02, 0.01,DAB, 24231,  186, 5.000
SDSS J155459.59+201040.44,238.74829,20.1779,17.71, 0.02,DA, 17295,   39, 8.085
SDSS J165540.16+201057.90,253.91733,20.18275,16.89, 0.02,sdB, 31073,  153, 5.670
SDSS J130839.24+201132.86,197.1635,20.19246,18.25, 0.01,He-sdB, 37004,  815, 5.070
SDSS J140457.27+201246.58,211.23863,20.21294,18.82, 0.01,DC,  6300, 1000, 9.000
SDSS J085937.85+201305.56,134.90771,20.21821,17.69, 0.02,DA, 20832,  109, 8.140
SDSS J165114.52+201420.69,252.8105,20.23908,17.95, 0.01,A/DAZ, 28315,  302, 5.000
SDSS J082346.00+201557.13,125.94167,20.26587,18.82, 0.02,DZ, 10611,   49, 8.000
SDSS J163920.38+201638.75,249.83492,20.27743,18.6, 0.02,DA, 20852,  170, 8.006
SDSS J124415.10+201657.29,191.06292,20.28258,18.38, 0.02,DBA, 15887,   83, 8.120
SDSS J104616.01+202127.83,161.56671,20.35773,15.93, 0.02,DA:,100000, 1779, 8.210
SDSS J084658.27+202147.39,131.74279,20.36316,18.38, 0.01,DC, 10889,  270, 8.444
SDSS J011023.27+202204.94,17.59696,20.36804,17.24, 0.02,DA, 21642,   65, 8.085
SDSS J220042.21+202227.37,330.17588,20.37427,18.26, 0.01,DZ:,  7519,  263, 8.000
SDSS J011650.72+202252.90,19.21133,20.38136,18.19, 0.02,DA+F,100000, 2688, 5.265
SDSS J221215.89+202258.38,333.06621,20.38288,18.69, 0.01,DC,  9700,  160, 6.913
SDSS J094806.10+202315.38,147.02542,20.38761,18.53, 0.01,DA:,  6000, 1000, 7.546
SDSS J111832.18+202331.60,169.63408,20.39211,18.19, 0.01,DC, 10402,  310, 8.037
SDSS J162158.81+202402.09,245.49504,20.40058,18.29, 0.02,DA, 24764,  170, 8.101
SDSS J155232.50+202715.37,238.13542,20.45427,17.11, 0.01,DA+M4, 32972,  111, 8.170
SDSS J215553.90+202802.92,328.97458,20.46748,15.5, 0.00,DB, 45000,   14, 6.500
SDSS J080902.06+202955.60,122.25858,20.49878,18.81, 0.01,DBA, 11898,   81, 8.000
SDSS J135224.27+203005.98,208.10112,20.50166,17.57, 0.03,DB, 16855,   55, 7.906
SDSS J104219.11+203008.18,160.57962,20.50227,17.61, 0.01,DH, 40000, 5000, 9.500
SDSS J134849.25+203011.38,207.20521,20.50316,17.65, 0.02,DB, 14832,   81, 8.253
SDSS J131332.13+203039.85,198.38387,20.51107,17.8, 0.03,DA, 13602,   90, 8.607
SDSS J215954.70+203113.19,329.97792,20.52033,17.85, 0.01,sdB, 30288,  182, 5.600
SDSS J170727.11+203153.25,256.86296,20.53146,18.18, 0.01,DB, 44368, 1000, 7.780
SDSS J103612.78+203227.53,159.05325,20.54098,18.61, 0.01,DA, 17747,  170, 8.299
SDSS J100808.79+203251.72,152.03662,20.5477,17.66, 0.02,DA, 17792,  132, 8.063
SDSS J102241.21+203839.62,155.67171,20.64434,18, 0.02,He-sdO:, 48462,   47, 7.000
SDSS J221350.44+203907.20,333.46017,20.652,15.5, 0.01,DAB/sdB, 23151,  106, 5.000
SDSS J215328.33+203943.70,328.36804,20.66214,18.84, 0.02,DA:,  6984,   39, 7.794
SDSS J152623.64+203950.36,231.5985,20.66399,18.58, 0.02,DA, 17532,  184, 8.061
SDSS J161804.93+204104.16,244.52054,20.68449,17.57, 0.02,He-sdB, 12654,   41, 7.000
SDSS J215050.28+204329.32,327.7095,20.72481,17.53, 0.01,DA, 28645,   90, 8.006
SDSS J153340.73+204350.16,233.41971,20.7306,18.26, 0.02,DA, 19859,  138, 8.017
SDSS J170331.55+204422.42,255.88146,20.73956,18.63, 0.01,DA, 17495,   16, 8.086
SDSS J081602.80+204452.98,124.01167,20.74805,18.51, 0.02,DA, 26658,  147, 8.026
SDSS J153231.95+204604.98,233.13313,20.76805,17.28, 0.01,DAB, 32791,  171, 5.570
SDSS J165104.36+204636.05,252.76817,20.77668,17.03, 0.01,DAB, 31500,   98, 6.260
SDSS J154446.06+204654.27,236.19192,20.78174,17.8, 0.01,DB, 10703,   70, 8.000
SDSS J215628.19+204728.21,329.11746,20.79117,16.58, 0.02,DO, 50000,   50, 7.760
SDSS J155000.99+204800.72,237.50412,20.8002,17.9, 0.21,DAB, 29752,  334, 5.420
SDSS J102209.66+204911.75,155.54025,20.81993,18.75, 0.03,DA, 18665,  169, 7.971
SDSS J124306.09+205708.86,190.77537,20.95246,16.8, 0.02,DBA, 15223,   51, 8.333
SDSS J011646.10+205001.93,19.19208,20.83387,18.21, 0.01,DZ,  7072,  260, 8.000
SDSS J090302.39+205008.92,135.75996,20.83581,18.34, 0.02,DAB/sdB, 35122,  392, 5.630
SDSS J080632.46+205119.62,121.63525,20.85545,18.09, 0.02,DA, 28256,   98, 7.998
SDSS J163213.05+205124.05,248.05437,20.85668,17.4, 0.02,DAB, 33136,  131, 6.190
SDSS J164525.28+205132.33,251.35533,20.85898,15.57, 0.01,sdB, 28331,   96, 5.000
SDSS J011043.33+205314.71,17.68054,20.88742,17.66, 0.02,DA, 19042,   71, 8.078
SDSS J141347.07+205347.54,213.44612,20.89654,18.25, 0.02,DA, 23103,  132, 7.923
SDSS J122354.21+205431.82,185.97588,20.90884,17.36, 0.02,DA, 20382,  124, 8.163
SDSS J142212.95+205452.60,215.55396,20.91461,18.6, 0.02,DA, 44597,  827, 8.267
SDSS J120613.40+205523.09,181.55583,20.92308,18.12, 0.03,sdB:, 33471,  254, 5.119
SDSS J134913.49+205646.91,207.30621,20.94636,18.9, 0.01,DAH, 11413, 1000, 9.000
SDSS J165325.76+205659.14,253.35733,20.94976,15.98, 0.01,A/DAZ, 31481,   88, 5.478
SDSS J164157.55+205724.44,250.48979,20.95679,17.13, 0.01,A/DAZ, 31718,  113, 5.524
SDSS J083619.71+205747.41,129.08212,20.96317,16.08, 0.02,DAB, 31899,   61, 5.760
SDSS J111204.33+210100.19,168.01804,21.01672,18.48, 0.02,DA, 19383,  172, 8.026
SDSS J165954.31+210141.92,254.97629,21.02831,16.62, 0.01,DA, 19499,   62, 8.070
SDSS J120649.27+210148.18,181.70529,21.03005,17.09, 0.02,DA, 37645,  238, 7.979
SDSS J155914.10+210300.68,239.80875,21.05019,18.74, 0.01,He-sdB, 37032,  898, 5.400
SDSS J074441.81+210352.60,116.17421,21.06461,16.66, 0.01,CSPN,115000, 5000, 6.000
SDSS J074500.54+210431.43,116.25225,21.0754,18.75, 0.01,DA, 24271,  350, 7.410
SDSS J144115.77+210448.14,220.31571,21.08004,17.66, 0.02,DA, 28642,  118, 8.104
SDSS J215734.37+210747.32,329.39321,21.12981,18.48, 0.02,DA, 27603,  224, 7.983
SDSS J123931.99+210806.25,189.88329,21.13507,18.32, 0.03,DA+M,  9576,   56,10
SDSS J075610.56+211032.70,119.044,21.17575,18.66, 0.01,DA, 20836, 3302, 7.881
SDSS J105544.90+211105.03,163.93708,21.18473,17.83, 0.02,DAH,  6307,   12, 9.210
SDSS J011127.43+211115.66,17.86429,21.18768,16.79, 0.00,sdO, 38006,  192, 5.825
SDSS J153000.98+211218.18,232.50408,21.20505,16.92, 0.02,A/DAZ, 32945,  131, 5.542
SDSS J150936.18+211433.22,227.40075,21.24256,16.64, 0.02,sdO, 35644,  252, 5.000
SDSS J153526.07+211440.96,233.85862,21.24471,16.73, 0.02,He-sdB, 40000, 5000, 6.500
SDSS J220429.52+211610.63,331.123,21.26962,15.59, 0.01,He-sdO, 75000,25000, 6.250
SDSS J133208.34+211709.28,203.03475,21.28591,17.91, 0.01,DB, 11343,   57, 8.000
SDSS J165640.81+211812.85,254.17004,21.30357,18.47, 0.01,DA, 60167, 1605, 7.582
SDSS J155912.40+211839.85,239.80167,21.31107,18.08, 0.02,DA, 86566, 3128, 8.018
SDSS J161445.47+212111.95,243.68946,21.35332,18.76, 0.02,B/sdB, 31966,  269, 5.408
SDSS J164216.68+212117.10,250.5695,21.35475,17.07, 0.02,He-sdO, 70000,20000, 5.750
SDSS J092234.17+212142.97,140.64237,21.36194,18.55, 0.01,DC:, 10402, 1000, 6.500
SDSS J163320.88+212224.31,248.337,21.37342,16.19, 0.01,DAB/sdB, 24597,  156, 5.000
SDSS J150704.10+212257.47,226.76708,21.38263,18.27, 0.02,He-sdO, 69710, 9738, 5.270
SDSS J221850.23+212303.73,334.70929,21.38437,17.93, 0.01,DQ,  8094,   21, 8.000
SDSS J171114.13+212331.85,257.80888,21.39218,17.47, 0.01,sdB, 22252,  206, 5.000
SDSS J163150.83+212425.74,247.96179,21.40715,17.74, 0.01,DA, 39130,  365, 8.030
SDSS J215854.11+212432.58,329.72546,21.40905,16.1, 0.02,sdB, 30826,  170, 5.540
SDSS J082824.20+212556.68,127.10083,21.43241,17.74, 0.02,B/DAZ, 31580,  182, 5.468
SDSS J154717.79+212620.44,236.82413,21.43901,17.38, 0.02,DA, 17361,   66, 8.061
SDSS J163823.07+212624.04,249.59613,21.44001,18.65, 0.02,DA,  7104,   29, 5.398
SDSS J131445.11+212655.79,198.68796,21.44883,18.49, 0.02,DA, 18726,  124, 8.082
SDSS J163716.89+212701.48,249.32038,21.45041,15.48, 0.02,AO/DA,  8157,    8, 5.000
SDSS J221907.57+212758.07,334.78154,21.46613,18.22, 0.01,DA, 13593,  197, 8.182
SDSS J153452.58+212846.49,233.71908,21.47958,18.16, 0.02,DA, 17502,   95, 7.841
SDSS J162109.02+212919.75,245.28758,21.48882,15.82, 0.01,DAB/sdB, 29876,  177, 5.000
SDSS J020409.84+212948.58,31.041,21.49683,18.07, 0.01,DBA, 21945,  868, 8.314
SDSS J220250.26+213120.21,330.70942,21.52228,16.93, 0.01,DB, 21000,  500, 7.934
SDSS J010937.26+213143.39,17.40525,21.52872,18.55, 0.02,DA, 18085,   99, 7.903
SDSS J145412.79+213216.04,223.55329,21.53779,16.89, 0.02,sdB, 28458,  225, 5.440
SDSS J171137.36+213319.44,257.90567,21.5554,18.94, 0.02,DA, 23894,  238, 8.522
SDSS J154815.24+213528.57,237.0635,21.59127,18.05, 0.02,DABZ, 11746,  194, 8.570
SDSS J164239.53+213642.39,250.66471,21.61178,18.16, 0.01,DA, 12691,   93, 8.669
SDSS J164453.34+213711.57,251.22225,21.61988,17.82, 0.01,DAB, 27541,  557, 5.040
SDSS J221000.09+213719.06,332.50038,21.62196,18.28, 0.01,DB, 11192,   78, 8.000
SDSS J011537.73+213757.25,18.90721,21.63257,17.2, 0.01,DAB/sdB, 34054,  184, 6.060
SDSS J142756.58+213757.25,216.98575,21.63257,15.51, 0.02,sdB, 29543,  173, 5.000
SDSS J141511.69+213906.16,213.79871,21.65171,18.77, 0.02,DAO/sdO, 35795,  737, 5.310
SDSS J075741.88+213939.78,119.4245,21.66105,17.43, 0.02,DA, 15442,   92, 8.200
